Something	601-030116-MW_(Rat230_2).CEL	602-030116-MW_(Rat230_2).CEL	603-030116-MW_(Rat230_2).CEL	605-030116-MW_(Rat230_2).CEL	607-030116-MW_(Rat230_2).CEL	608-030116-MW_(Rat230_2).CEL	609-030116-MW_(Rat230_2).CEL	610-030116-MW_(Rat230_2).CEL	612-030116-MW_(Rat230_2).CEL	613-030116-MW_(Rat230_2).CEL	614-030116-MW_(Rat230_2).CEL	615-030116-MW_(Rat230_2).CEL	616-030116-MW_(Rat230_2).CEL	618-030116-MW_(Rat230_2).CEL	619-030116-MW_(Rat230_2).CEL	620-030116-MW_(Rat230_2).CEL	621-030116-MW_(Rat230_2).CEL	622-030116-MW_(Rat230_2).CEL	623-030116-MW_(Rat230_2).CEL	625-030116-MW_(Rat230_2).CEL	627-030116-MW_(Rat230_2).CEL	628-030116-MW_(Rat230_2).CEL	629-030116-MW_(Rat230_2).CEL	630-030116-MW_(Rat230_2).CEL	631-030116-MW_(Rat230_2).CEL	632-030116-MW_(Rat230_2).CEL	633-030116-MW_(Rat230_2).CEL	635-030116-MW_(Rat230_2).CEL	636-030116-MW_(Rat230_2).CEL
1393405_at	4.0782447	3.7081804	3.837692	3.9450316	3.4786153	4.03542	3.784383	3.6821117	3.662486	3.715877	4.057454	3.936705	3.4991596	3.9882016	3.7008564	4.048236	3.8107874	4.049117	3.9353452	3.669095	3.6673832	3.5357327	3.90701	3.7355962	3.4549055	3.7873654	3.841368	3.5945044	3.8627357
1393406_at	4.1804924	3.8946335	4.030259	3.836879	4.260236	4.115036	3.8166046	4.097948	4.194783	4.237057	4.1977043	4.029441	3.95648	4.166745	3.920737	4.2268496	3.9191341	4.5768185	4.1486893	3.707991	4.3149986	4.0039434	4.4012756	3.9454317	4.452964	4.3658104	4.0825195	4.263049	4.0036335
1393407_at	8.311228	8.398794	8.418232	8.340997	8.512566	8.411706	8.568812	8.499027	8.491391	8.484056	8.468512	8.41282	8.5085	8.511666	8.533663	8.646419	8.611675	8.540013	8.344483	8.515421	8.506734	8.432776	8.521052	8.416759	8.478248	8.431977	8.417781	8.247768	8.587844
1393408_at	3.5184612	3.4778621	3.485527	3.7004445	3.6740513	3.3431766	3.2816765	3.5340059	3.5756047	3.4202266	3.281939	3.29638	3.206041	3.4913018	3.4577098	3.4319427	3.4195015	3.5402422	3.5072594	3.5889354	3.5714529	3.3722146	3.4548922	3.3624828	3.358608	3.4018455	3.444214	3.3688893	3.4352913
1393409_at	5.7799625	5.491299	5.648465	5.5348377	5.6422853	5.805877	5.5293674	5.9239316	5.5454016	5.781174	5.5769057	5.5810814	5.9315634	5.804444	5.698924	5.4593806	5.953428	5.6425657	5.7646914	5.7421365	5.6410003	5.674815	5.7676363	5.665454	5.7255697	5.696998	5.2414927	5.8564405	5.4060173
1393410_at	4.175517	4.576847	4.3534455	4.2668433	4.2040925	4.032873	4.2727	4.394816	4.1567807	4.362352	4.190714	4.064693	4.474266	4.115258	4.01319	4.3618164	4.3336153	4.055426	4.1426163	4.1839733	4.0172844	4.0279865	4.091196	4.0103316	4.0797997	4.335899	4.125937	4.2328777	3.7695498
1393412_at	7.487597	7.4622555	7.461069	7.5840387	7.6025043	7.699569	7.5127	7.5068707	7.700597	7.492938	7.566681	7.5629163	7.4696064	7.6514845	7.4681478	7.4964886	7.346491	7.56826	7.5926375	7.6398373	7.4972095	7.383866	7.582567	7.4760942	7.472477	7.5184965	7.5077477	7.354121	7.4760227
1393413_at	4.892252	4.784705	4.760022	4.869354	4.955119	4.7991314	4.5747433	4.7527504	4.923156	4.8537927	4.725118	4.890319	4.865264	4.923756	5.211139	4.901997	4.9945445	4.7711353	4.759289	4.8189907	4.9026976	4.8248577	4.6362157	5.0571213	5.146702	4.8877454	4.8519998	5.132831	4.6544166
1393415_at	4.1984153	4.234337	4.6249976	4.4221582	4.3842616	4.7243814	4.3779945	4.3219137	4.468418	4.0514565	4.221593	4.473013	4.7785892	4.583373	4.1581044	4.23326	4.381948	4.4521594	4.4980397	4.4048443	4.7097297	4.390251	4.104353	4.6046753	4.3357124	4.258926	4.183733	4.487747	4.27831
1393416_at	4.092826	4.4873176	4.053435	4.3447433	3.765596	4.1280775	3.852408	4.0780005	3.9456966	3.935854	3.8514094	3.8964162	3.96415	4.059896	4.015809	4.0131307	4.1045194	3.8480127	4.292805	3.8895738	3.6758692	3.9712503	3.9531448	3.9516137	4.0608816	3.9222481	4.021611	4.2125793	4.0063033
1393419_at	6.628251	7.120561	6.894294	6.956534	6.866752	6.8507385	7.081668	6.753542	6.5678716	7.036441	6.857625	6.6252317	6.8431554	7.1236343	6.981053	6.9621234	7.2530046	7.1368513	7.035127	6.6632695	6.874306	6.6409	7.0776043	7.009252	6.8315916	6.914859	6.815374	6.748774	7.0466456
1393420_at	2.780855	3.0843153	2.7444088	2.718602	2.8815691	2.6622202	2.6516232	2.855234	2.7385075	2.993071	2.6449807	2.706676	2.853107	2.7890055	2.8698246	2.913329	2.7178998	2.5272357	2.987933	2.8653395	2.7492085	2.5783393	2.645172	2.8812969	2.7811456	2.7304533	2.8879654	2.9615457	2.4614296
1393421_at	7.205825	7.516106	6.816752	7.2821236	7.162766	7.136672	7.2227745	6.967645	7.6861033	7.183778	7.3519125	7.6076674	7.3203588	7.1081443	7.2361226	7.1366735	6.952669	7.3191442	7.0086303	7.3136964	7.25681	6.880239	7.109032	7.233142	6.9884677	7.051392	7.46811	7.153477	7.326116
1393422_at	6.3281665	6.4584403	6.5998755	6.383419	6.3889723	6.3100257	6.603846	6.246203	6.2375264	6.491323	6.37542	6.3361096	6.4624662	6.2681913	6.320566	6.2736306	6.4632926	6.19728	6.414677	6.3001137	6.443893	6.271488	6.304566	6.59244	6.6235576	6.448266	6.522184	6.4319353	6.4371667
1393423_at	7.6638656	7.8203883	7.690262	7.5694685	7.770213	7.558627	7.7539635	7.543861	7.866436	7.413727	7.860258	7.6622486	7.7932844	7.721308	7.750844	7.730446	7.3988686	7.699924	7.499965	7.824336	7.6253467	7.949122	7.6670113	7.599733	7.7093306	7.7046003	7.7003593	7.372957	7.7315087
1393424_at	4.04137	4.0069084	4.0093007	4.2286663	4.3393507	4.1867495	3.9423184	4.381793	3.9638534	4.028841	3.9302013	4.174752	4.420978	4.3515525	4.1704216	4.246879	4.0886393	4.115329	4.1744933	4.0918717	4.2079287	4.1975417	3.9550238	4.0785365	4.4398465	4.120987	4.065519	4.043464	4.2547474
1393425_at	3.3893368	3.550088	3.180501	3.3919673	3.3916984	3.2583034	3.473351	3.7048044	3.3476899	3.2779608	3.4605315	3.1040812	3.507522	3.2053494	3.3737726	3.4198577	3.1724734	3.4430861	3.4227703	3.1942153	3.167492	3.3881924	3.2505798	3.4414349	3.430151	3.3777165	3.0021641	3.379977	3.055658
1393426_at	2.9870968	3.2002754	2.8971734	2.9858456	2.9567647	2.9358666	3.0455072	2.9393716	2.7459095	2.9395363	2.593802	2.9198608	2.8082118	3.0932887	2.9968386	2.9233232	2.8823838	2.8118486	2.9657376	3.1146207	3.0998511	3.0157843	2.9504995	3.169279	3.0579045	2.8946018	3.0111272	3.338169	3.0311494
1393429_at	4.5999537	4.4753675	4.3074694	4.526126	4.4728575	4.336199	4.4172373	4.793682	4.3594503	4.689517	4.576458	4.2512817	4.6320314	4.46974	4.3112154	4.637515	4.8238153	4.5480523	4.3371754	4.2920017	4.496072	4.670491	4.3679895	4.4288535	4.512106	4.3043556	4.431218	4.5295057	4.3193502
1393430_at	7.7339997	7.308912	7.7407928	7.5243044	7.2606506	7.3621893	7.6135025	7.222672	7.39875	7.4444065	7.4782014	7.484321	7.413456	7.399129	7.2376733	7.6149755	7.293458	7.3577805	7.619941	7.5099573	7.756361	8.058857	7.6321874	7.39715	7.8306847	7.3746443	7.479989	7.3603444	7.503932
1393431_at	9.222272	9.392586	9.356096	9.486653	9.066477	9.335156	9.632349	9.149717	9.607306	9.37239	9.438438	9.38194	9.021579	9.294446	9.174198	9.188551	9.219993	9.480356	9.278692	9.17106	9.27817	9.531094	9.240584	9.422756	9.240139	9.306658	9.518591	8.8822975	9.498863
1393432_a_at	7.8783045	7.4861646	7.853349	7.8868113	7.5572658	7.7930455	7.9525776	7.8958673	7.8061	7.7435093	7.825114	7.6786056	7.8163805	7.7420664	7.57423	7.563837	7.720398	7.719513	7.678624	7.7399526	7.641851	7.8407497	7.844881	7.821983	7.672514	7.9942937	7.6887684	7.5261855	7.7069197
1393433_at	3.3744488	3.4702067	3.5360358	3.4103894	3.5726378	3.579318	3.376328	3.6879272	3.5412734	3.6569214	3.4640477	3.519353	3.659636	3.4824128	3.3411322	3.3312702	3.5112147	3.3653533	3.7693214	3.4506495	3.4323552	3.4862537	3.3895693	3.4228048	3.409034	3.4683204	3.379381	3.5344949	3.3254194
1393434_at	2.2081137	2.2078962	2.3009582	2.1993964	2.246099	2.4412496	2.1960995	2.0781658	2.0577352	2.247511	2.0448878	2.149193	2.5183673	2.2859738	2.1077635	2.149519	2.1798477	2.1238508	2.2630286	2.1826766	2.2708654	2.286092	2.1355388	2.2913573	2.330122	2.258619	2.2185216	2.143461	2.3327155
1393435_at	4.9592776	5.063743	4.8847823	5.2392187	5.3135796	5.0815496	4.7551527	5.2039657	4.9265757	5.061385	4.888871	5.11119	5.0754714	5.0639987	5.097228	5.1679134	5.2664423	4.9148793	5.1404777	5.1776032	4.954712	4.9676476	5.06619	5.1568265	4.8847647	4.9710608	4.8621554	5.5162487	4.9285088
1393437_at	7.24915	6.8489833	7.687429	6.789099	6.970664	6.934709	7.11827	6.823888	7.0027676	6.9152374	7.000087	7.0569577	7.1063066	6.806843	7.0757995	7.035273	6.8920174	7.4014735	6.995789	7.281225	7.228229	7.423592	7.281894	6.844537	6.846049	7.0891557	6.6788054	6.807241	7.0135865
1393438_at	4.1889753	4.1846733	4.419632	4.2173247	4.1939235	4.218633	4.1565113	4.280952	4.2502522	4.5153756	4.0556283	4.192697	4.0053086	4.198223	4.127946	4.220695	4.308241	3.955921	4.365303	4.124598	4.1358685	4.075565	4.1812515	4.1519184	4.2287292	4.013966	4.365594	4.285486	4.221139
1393439_a_at	8.849421	8.813786	8.72019	8.771289	8.78544	8.766319	8.761345	8.724598	9.111509	8.666571	8.710272	8.716609	8.631205	8.561526	8.657321	8.610446	8.627587	8.577857	8.651745	9.022489	8.87251	8.71213	8.820469	8.635501	8.671226	8.786927	8.483386	9.115719	8.813843
1393440_at	2.4490252	2.4033313	2.4127908	2.5682282	2.4320436	2.5394416	2.6366467	2.6157002	2.5225883	2.5619702	2.2841916	2.3501387	2.4380627	2.5829806	2.4828033	2.4469104	2.4861634	2.5740218	2.697505	2.3153653	2.326717	2.3601756	2.6317773	2.5505733	2.6137676	2.313675	2.3279529	2.533935	2.606471
1393441_at	5.7005086	5.476062	4.979144	5.4630933	5.3937383	5.5249014	5.3349323	5.6411643	5.038322	5.2122903	5.340693	5.6912346	5.4217777	5.5326643	5.504207	5.7958565	5.4206944	5.2513986	5.5728207	5.5382137	5.383556	5.246007	5.4715424	5.3480177	5.6012096	5.3640356	5.769609	5.5930576	5.549752
1393442_at	4.0658207	3.9399815	4.1512713	4.3062644	4.161024	4.0789766	4.121845	4.0377893	4.275323	4.08676	3.9997275	4.410835	4.04962	4.1516466	4.2072783	4.1093264	4.0178533	3.8405008	4.120595	4.128872	4.193965	3.9193225	4.0730586	4.1145034	4.347371	4.1583805	4.1120257	4.415332	4.206852
1393443_a_at	5.7556953	5.792879	5.7426977	5.7494144	5.9140935	5.7776723	5.975087	5.935643	5.9465504	5.7999153	5.837582	5.7782173	5.951736	5.7986264	6.18683	5.775283	5.9942875	5.8074703	5.821473	6.2040734	5.891088	5.676445	5.7668667	6.1070232	6.040454	5.840503	5.9861507	5.812978	6.0364914
1393445_at	3.989688	3.9500768	3.8202999	3.888463	3.868098	3.9201117	3.9277215	3.8881016	3.878033	3.7684846	3.6510644	4.0312366	3.7294755	3.9557004	4.0459795	4.0693755	4.044971	3.705809	3.7169662	3.6682262	3.7153478	3.9642591	3.7111998	3.7542048	4.202687	3.9665923	4.0705104	4.1753254	3.9941316
1393446_at	3.0876307	2.9999418	3.2174335	3.2798767	3.1623075	3.1310585	3.0627942	3.077889	3.1803784	3.0675461	3.1121526	3.2008119	3.0902803	2.998363	3.297895	3.0476582	3.2624583	3.3206146	2.7165709	3.3982263	3.1434429	3.4366934	3.0461972	2.741579	3.2613623	3.1971507	3.1688974	3.052176	2.9419959
1393447_at	3.5865512	3.2248757	3.4778726	3.5501542	3.4694047	3.689386	3.4831238	3.3210473	3.4642506	3.40653	3.4254909	3.6400275	3.4949288	3.1938572	3.538855	3.5186539	3.4251459	3.3678417	3.4107213	3.6012702	3.323784	3.705842	3.5758553	3.3499599	3.4312565	3.5525742	3.426027	3.568456	3.227514
1393449_at	4.9295263	4.832209	4.6279984	4.5139103	4.5397234	4.7391014	4.6839447	4.7336974	4.5441556	5.086647	4.762888	4.9507174	4.7445865	4.910855	4.8799515	4.719966	4.6084933	4.70617	4.606476	5.038778	4.900829	4.915647	4.958525	4.707704	4.057365	4.5530086	4.774937	4.396758	5.1246295
1393450_at	8.155586	8.050393	8.222774	8.262542	8.021834	8.295165	8.203816	8.225185	8.099117	8.257058	8.12967	7.9876537	8.177845	8.30284	8.096603	8.156881	8.275512	8.08181	8.1241665	8.117215	8.190396	8.165883	7.939462	8.080906	7.967583	8.189541	8.051682	8.07498	8.22442
1393451_at	5.6979856	5.0822577	5.222913	5.4536676	4.668236	5.301606	5.082012	5.1692734	5.086041	4.6782303	5.359323	5.7246814	5.4465356	5.873298	5.3789625	5.85496	4.96394	5.0619645	5.1811748	5.378503	5.2801533	4.735967	5.2289133	5.54606	5.0606422	5.474838	5.6458387	5.161132	5.4509373
1393452_at	5.019931	5.1185074	5.0257835	5.1458197	5.0622187	5.084278	4.687318	5.066532	4.496758	4.5634747	4.5613985	4.735342	4.9559507	4.839653	4.859522	5.10265	4.725889	4.7863436	4.9084444	5.132964	4.971511	4.9522324	4.8128805	4.8164015	4.4703093	4.787819	4.949861	5.038349	4.597439
1393453_at	5.225829	5.108466	5.3027983	5.235994	5.2492476	5.273341	5.2579856	5.2151766	5.00298	5.313266	5.173532	4.923654	5.102398	5.382877	5.163428	5.371045	5.1998906	5.109887	5.205399	5.1455927	5.2485895	5.0967965	5.117814	4.99034	5.308881	5.218896	4.9199185	5.0527897	5.183692
1393454_at	3.2371397	3.3200111	2.9105165	2.8011534	3.0158362	2.8646624	3.041137	2.9645011	3.3107586	3.1606545	2.7521203	2.8523057	3.5485475	3.1092653	3.1523082	3.1691105	2.7119188	2.9276264	2.8237386	3.4313583	2.9868293	2.9385679	3.520709	3.4545538	2.720355	3.262551	3.2212958	3.1802564	3.0939834
1393455_at	7.891596	7.8169975	7.6800632	7.880703	7.760992	7.744081	7.90711	7.9920053	7.879364	7.8717055	7.8158855	7.720655	7.516311	7.8065214	7.7429237	7.460541	7.9035754	7.7569556	7.9659796	7.934547	7.6979127	7.843811	7.7333837	7.876048	7.7297797	7.8092203	7.6876307	7.704156	7.852571
1393456_at	2.72226	2.9560604	3.0311337	3.111529	3.150453	2.8282585	2.7118015	3.1757631	2.7434568	3.013176	3.0058105	3.023724	2.710281	2.724587	2.828547	2.8895702	3.1458306	3.0451145	3.3028631	2.8820891	2.834334	2.915647	2.7342296	3.0017653	3.0084121	2.9258132	3.0696774	2.9246688	3.0576172
1393457_at	3.503366	3.145505	3.3251944	3.2832158	3.0628166	3.429572	3.3753998	3.2502985	3.081813	3.2273202	3.3292756	3.460496	3.286709	3.2677472	3.2908802	3.2010753	3.2835658	3.2025611	3.0989003	3.1878583	3.221235	3.2924113	3.3934402	3.1264124	3.431531	3.1192613	3.5772107	3.1353304	3.2887948
1393458_s_at	6.8843155	6.895691	6.731449	6.735264	6.7517986	6.784506	6.835053	6.7201576	6.8164134	6.750701	6.925054	6.8036933	6.927884	6.690695	6.8371267	6.7834	6.655263	6.9872203	6.715937	7.007308	6.64118	6.6593533	6.726418	6.9331017	6.849496	7.009781	6.9386773	6.7597017	6.7485337
1393460_at	6.7596836	6.4334354	6.6389446	6.749331	6.520238	6.8440676	6.8680816	6.784992	6.480675	6.6479025	6.5378923	6.824971	6.416504	6.731262	6.801669	6.8155966	6.664338	6.7690134	6.7031193	6.273136	6.7782183	6.799323	6.6429367	6.6675825	6.6827087	6.6898575	6.5770907	6.500808	6.8223543
1393461_at	7.383071	7.3429184	7.3788047	7.3178554	7.2992373	7.287189	7.5598598	7.2837987	7.5073166	7.313781	7.3884296	7.337371	7.40426	7.3806925	7.147442	7.326236	7.232469	7.308035	7.3076	7.5719814	7.4068036	7.4155183	7.352158	7.3526635	7.22995	7.493985	7.22995	7.318532	7.3984575
1393462_at	3.729491	3.9377885	3.856373	3.903765	3.997026	3.7944555	3.5719345	4.0002637	3.5291405	3.795372	3.7089682	3.9360857	3.810649	3.8063169	3.8190103	3.8746233	4.058769	3.727169	3.9402347	3.9479024	4.0588555	3.8044853	3.8790512	3.7358239	3.6388628	3.8942757	3.9146185	3.7560859	3.4649677
1393463_at	4.329315	4.1073484	4.1215754	4.001129	4.2629166	3.771365	4.1006594	4.15963	3.9756782	4.488079	4.04295	4.085416	4.1903267	3.9296162	4.3383827	4.1435356	4.05544	4.055477	4.123019	4.2303123	4.087684	3.9004402	3.8816364	3.9337447	4.22787	3.9097104	4.0459585	4.0906525	3.9753356
1393465_at	5.580268	5.4200983	5.5298634	5.951851	5.8796005	5.796841	6.0000405	5.5466576	6.0620484	5.5687475	5.9475355	5.840708	5.754987	5.656207	5.4682446	5.7634525	5.6051817	5.9303064	5.5641184	5.6834507	5.324089	5.659343	5.697279	5.809658	5.4559345	5.908877	5.7493687	5.3919687	5.874782
1393466_at	5.7001	5.763241	5.633257	5.6325073	5.716969	5.586235	5.3760886	5.8475285	5.477518	5.624189	5.485351	5.7261524	5.8210754	5.5443716	5.6088743	5.5953407	5.524136	5.452412	5.6921444	5.4935246	5.689589	5.555337	5.5989556	5.5828414	5.485016	5.579339	5.7061586	5.669892	5.392315
1393468_at	4.5691214	4.903821	4.7010937	4.889058	5.1166496	4.9180326	4.75825	4.805995	5.2385054	4.9532185	4.804078	5.0767965	4.917655	4.719425	4.5660677	5.040616	4.5580044	5.085595	5.185269	5.263176	4.6387534	5.1180305	4.5779486	4.72762	4.6622324	4.856765	5.130602	4.855333	4.9258156
1393469_at	2.346997	2.2570126	2.4644265	2.5125804	2.3914876	2.4989502	2.3221145	2.3924534	2.331782	2.2879488	2.2437942	2.2344306	2.40869	2.3727477	2.5387104	2.2278638	2.2476907	2.5077727	2.196053	2.4408479	2.3111784	2.2116435	2.4373667	2.3044484	2.5330856	2.4676158	2.528213	2.4546826	2.5377276
1393470_at	3.771233	3.689069	3.4566941	3.564894	3.5977862	3.7496624	3.6610725	3.4474187	3.4269094	3.633121	3.6233945	3.7010162	3.4324903	3.820349	3.5371404	3.4387987	3.7525325	3.413474	3.5500462	3.4657602	3.7171714	3.7268193	3.7066424	3.7883103	3.2903903	3.312698	3.367271	3.8024964	3.3884025
1393471_at	2.9860969	3.2437449	2.8975918	3.0570319	2.9651883	2.9414244	3.3883066	3.258965	3.093634	2.99247	3.3065095	3.0273442	2.8438625	2.8667622	3.018626	2.9053817	2.8636215	3.2055006	3.2885847	3.2448406	2.8892717	2.9328923	3.1229308	2.6553276	3.0716631	3.054949	3.0667462	3.072729	2.9762204
1393472_at	4.2003574	4.238651	4.1550655	3.9043403	4.1950126	3.959931	3.9267142	4.203383	3.9889638	3.7866535	3.8499544	4.191949	4.046372	4.1896195	3.9559135	3.996721	4.244981	4.0913806	4.1167097	3.9652133	4.0858517	4.0589733	3.9331145	3.9242911	4.1029162	4.0975485	4.127583	4.147946	3.7571416
1393473_at	3.2580886	3.032211	2.9628983	3.0886676	3.023703	3.1756184	2.9144387	3.2221093	3.154826	3.1297882	3.1797652	3.305071	3.0478854	3.0432224	2.9111452	3.1414695	3.1330907	3.0530975	3.2469687	3.3082078	3.2044878	3.08907	3.1236162	3.2368937	3.0143702	3.159701	3.1874928	3.263948	3.4053135
1393475_at	2.9914527	3.0164325	3.165886	2.742385	3.032732	3.0571063	2.9847624	3.045942	3.0849724	2.8627567	2.781539	2.9922915	3.2044766	2.8853266	2.6971292	3.1769526	2.8449242	2.8126473	3.3186452	2.996276	2.8777857	2.9876065	2.911344	2.8445404	3.0700364	2.9744904	2.8734193	3.2065985	3.0941164
1393476_at	4.524004	4.276028	4.436269	4.413768	4.338031	4.2724147	4.372338	4.5164227	4.1168327	4.3941393	4.2856636	4.372128	4.307357	4.3224444	4.5196953	4.237939	4.646143	4.422684	4.2180004	4.3914065	4.331292	4.4432154	4.1323967	4.018136	4.088732	4.411269	4.350843	4.4393444	4.035771
1393477_at	6.05394	5.954163	5.993588	6.1387067	5.805859	6.205998	6.3277206	6.1947684	6.0223446	5.8440876	6.043804	5.9367757	6.1051674	6.144472	5.6066327	6.1005816	6.1647606	6.0109277	6.0033607	5.798243	5.8777404	5.642737	5.913845	6.1812778	5.647596	6.1233506	5.6421075	6.2701263	5.858732
1393478_at	7.1319237	6.423244	6.602556	5.948228	6.2767987	6.517646	7.086499	6.5769653	5.726115	6.5022864	6.17749	6.2408395	6.6995926	6.32985	6.4208617	6.4820156	6.756757	7.3183565	6.3760695	7.1637163	7.26967	7.1666036	6.881549	6.2679243	6.8408947	6.753085	6.054748	6.6252775	6.240601
1393481_at	3.0829208	3.1989777	2.951408	3.0902169	3.0438318	3.0252922	2.7653291	3.0396736	2.9148197	3.041137	2.9448957	3.0403376	3.0070338	2.9779408	2.939515	2.9599888	3.005237	2.9505117	3.1274729	2.9671082	3.0984893	2.8212802	2.9268029	3.224653	2.8982732	2.8928473	3.0769768	2.8948805	2.9869802
1393482_at	4.6124954	4.666271	4.549864	4.5702395	4.6380024	4.652443	4.389964	4.7532396	4.4633813	4.838372	4.657222	4.620097	4.6706057	4.673038	4.5430818	4.7141676	4.6383834	4.5719824	4.5770493	4.620763	4.585452	4.629568	4.5770493	4.327827	4.512405	4.596673	4.5443525	4.5578833	4.638937
1393483_at	2.9059536	2.8156416	2.9111702	3.032272	2.8175864	2.908155	2.9495564	2.8946378	2.785019	2.7864432	2.7855065	2.7824621	3.2729056	3.0038085	2.58717	3.1160085	2.7101357	2.8591871	2.8950157	2.9382648	2.6146333	2.7605226	2.985335	3.1278567	2.9070446	2.9252186	3.1002967	2.8734193	2.61689
1393484_at	3.5779326	3.9661953	3.2730246	3.396639	3.3509295	3.3801484	3.3649774	3.4451196	3.6784475	3.2343452	3.5606947	3.5553927	3.3042214	3.373252	3.0821168	3.364065	3.408607	3.4651074	3.522684	3.729942	3.393449	3.2368197	3.3054914	3.558564	3.3399856	3.1720438	3.5881875	3.7905178	3.5307236
1393485_at	3.8210523	3.7600274	3.5029383	3.6940734	3.7894568	3.6108823	3.3042188	3.732283	3.4468796	3.6363971	3.3903975	3.789701	3.5820353	3.4218102	3.8432832	3.5391397	3.9496822	3.6801522	3.8543506	3.836699	3.890865	3.6286526	3.6927922	3.4689682	3.7073574	3.7325978	3.4865534	3.9812903	3.28119
1393486_at	6.271272	6.3525124	6.2468143	6.319038	6.339699	6.2853737	6.289941	6.538281	6.1736546	6.4259224	6.222174	6.387475	6.3651586	6.2582397	6.4090137	6.2647853	6.3930497	6.364434	6.432782	6.4034796	6.485063	6.4466047	6.3816514	6.118381	6.20343	6.143538	6.3373337	6.4773965	6.262952
1393487_at	5.0480614	4.51764	4.6916533	4.89672	4.5852003	4.453999	4.458357	4.753927	4.6014395	4.5210104	4.4706388	4.9297705	4.720722	4.9633465	4.2789125	4.6670923	4.5143414	4.5033445	4.4744225	4.7478356	4.451021	4.3373985	4.7702503	4.946855	4.3200083	4.429369	4.871608	4.565726	4.6612387
1393488_at	2.993895	2.864699	2.8903859	3.119807	3.0327964	3.2632146	3.1441557	3.1530921	3.2574127	3.0902345	3.0880249	3.2173266	2.9795187	2.9663348	3.0578167	2.7782876	2.9352252	3.1408958	2.9577239	2.9587166	3.1051316	2.9565134	2.9341254	2.896386	3.171374	3.01921	3.0783927	2.9070709	3.1042745
1393489_at	3.2468667	3.111512	3.265654	3.2099502	3.2454598	3.1584992	3.1178849	3.3331375	3.0307055	3.4399605	3.2472854	3.2955697	3.1900277	3.1889973	3.3266268	3.2774796	3.3334544	3.149809	3.3757663	3.3163252	3.027463	3.2514403	3.2650852	3.26577	3.0289178	3.3189886	3.1534925	3.190353	3.1724377
1393490_at	4.5955424	4.7829704	4.7915907	5.0834827	4.6509957	4.5311985	4.6634474	4.613445	4.539848	5.053793	4.527457	4.6777344	4.2779856	4.43937	4.713689	4.801757	4.6485195	4.8532715	4.7143307	4.576809	4.275508	4.5035667	4.614603	4.3161125	4.3933544	4.564022	4.4120183	4.4220314	4.6261635
1393491_at	3.9302099	3.7637858	3.5742612	3.45163	4.2138143	3.634214	3.5078368	3.637743	3.9332032	3.6326003	3.6532083	3.95751	3.5672436	3.4055548	3.4258218	4.0108137	3.625845	3.2768598	3.7852685	3.7776568	3.4963994	3.6065595	3.4844456	4.141411	3.3630478	3.5915189	3.658862	3.901538	3.5334325
1393492_at	6.370924	5.977078	6.3573475	6.5369334	6.173481	6.28658	6.4687834	6.360436	6.342779	6.1629806	6.3120666	6.1535215	6.103408	6.441636	6.394596	6.0288634	6.38374	6.381023	6.204015	6.1971264	6.3072586	6.421548	6.1727395	6.4993167	6.335408	6.5549145	6.0273967	6.0654945	6.4056983
1393493_at	2.8865533	2.898662	2.6884441	2.9909348	2.9551075	2.7111614	2.7945557	3.0476089	2.704248	2.9918628	2.6458297	2.7090108	2.660815	2.9030805	2.795571	2.8821845	2.8456397	2.740571	2.7933695	2.6947532	2.7508337	2.91657	2.8805156	2.859846	2.74329	2.845859	2.693842	2.7482133	2.6611888
1393495_at	5.3655996	5.1788187	5.2812386	5.4893837	5.4971437	5.7149143	5.655137	5.793873	5.3496923	5.8130155	5.73851	5.5684423	5.6101923	5.7558784	5.637084	5.7753496	5.6442785	5.781476	5.5090766	5.5278063	5.6821146	5.3464193	5.79346	5.5589314	5.975751	5.737257	5.5404906	5.4205437	5.8679457
1393496_at	4.101859	3.99929	4.067702	3.9823072	3.9359465	3.9726253	3.7942605	4.1656513	3.8375707	3.980838	4.016556	3.8750865	4.077923	4.0070724	4.12973	4.056521	4.077953	4.0281363	4.0955567	4.1446733	4.1876216	4.048152	4.041453	3.9965909	4.009426	3.7275128	3.9659553	4.0909047	4.0732613
1393497_at	3.8255398	3.441426	3.4522777	3.6540773	3.625326	3.710659	3.3466566	3.518394	3.6618335	3.177784	3.5403328	3.6690738	3.6265209	3.3669462	3.6397445	3.4883416	3.7965355	3.4618027	3.7580807	3.5045557	3.558443	3.612608	3.513668	3.5219774	3.552091	3.3900607	3.3888357	3.4331937	3.4537232
1393498_at	2.5400982	2.525927	2.4701962	2.425375	2.6179047	2.5083039	2.5389433	2.3838296	2.5168302	2.394998	2.463931	2.4540625	2.6753914	2.3838634	2.791146	2.3833666	2.2839344	2.451112	2.4381022	2.4354892	2.4765134	2.4426165	2.470876	2.7092035	2.5567188	2.5311253	2.4683378	2.5431585	2.4497828
1393499_at	7.6261883	7.2530203	7.4532623	7.3982835	7.3532896	7.2661314	7.494031	7.375641	7.4870396	7.089531	7.3719797	7.3063946	7.3747916	7.2568297	7.285754	7.1941166	7.313351	7.103533	7.55114	7.238943	7.258972	7.7211885	7.246784	7.523639	7.26606	7.3649387	7.1339436	7.0616384	7.3099375
