Something	601-030116-MW_(Rat230_2).CEL	602-030116-MW_(Rat230_2).CEL	603-030116-MW_(Rat230_2).CEL	605-030116-MW_(Rat230_2).CEL	607-030116-MW_(Rat230_2).CEL	608-030116-MW_(Rat230_2).CEL	609-030116-MW_(Rat230_2).CEL	610-030116-MW_(Rat230_2).CEL	612-030116-MW_(Rat230_2).CEL	613-030116-MW_(Rat230_2).CEL	614-030116-MW_(Rat230_2).CEL	615-030116-MW_(Rat230_2).CEL	616-030116-MW_(Rat230_2).CEL	618-030116-MW_(Rat230_2).CEL	619-030116-MW_(Rat230_2).CEL	620-030116-MW_(Rat230_2).CEL	621-030116-MW_(Rat230_2).CEL	622-030116-MW_(Rat230_2).CEL	623-030116-MW_(Rat230_2).CEL	625-030116-MW_(Rat230_2).CEL	627-030116-MW_(Rat230_2).CEL	628-030116-MW_(Rat230_2).CEL	629-030116-MW_(Rat230_2).CEL	630-030116-MW_(Rat230_2).CEL	631-030116-MW_(Rat230_2).CEL	632-030116-MW_(Rat230_2).CEL	633-030116-MW_(Rat230_2).CEL	635-030116-MW_(Rat230_2).CEL	636-030116-MW_(Rat230_2).CEL
1367476_at	11.206942	11.24884	11.185572	11.229284	11.309842	11.186066	11.325368	11.133251	11.268865	11.159773	11.19932	11.293055	11.3087635	11.13738	11.222658	11.31115	11.114289	11.255515	11.235208	11.345947	11.192715	11.0816765	11.182678	11.303661	11.209007	11.193632	11.400097	11.242336	11.300837
1367477_at	9.575883	9.740445	9.743734	9.625868	9.881105	9.794697	9.704093	9.683818	9.862016	9.660784	9.717737	9.716306	9.784213	9.774946	9.762952	9.825718	9.895887	9.7147875	9.663207	9.9229965	9.808036	9.633442	9.7209835	9.740437	9.735659	9.556059	9.945173	9.730057	9.859452
1367478_at	8.25164	8.265476	8.285795	8.267073	8.274134	8.327448	8.268278	8.311851	8.366978	8.239893	8.33193	8.289454	8.17968	8.245279	8.356773	8.261713	8.212069	8.347624	8.401274	8.268774	8.40764	8.275345	8.367598	8.215075	8.2620945	8.4133415	8.294747	8.264521	8.399162
1367479_at	10.627564	10.622685	10.672103	10.647873	10.679981	10.679139	10.675967	10.668519	10.708245	10.705713	10.650634	10.716809	10.637336	10.762604	10.670625	10.75509	10.728449	10.725129	10.54216	10.752708	10.709505	10.670627	10.672027	10.617387	10.646472	10.643904	10.677862	10.59856	10.596826
1367480_at	8.833474	8.909054	8.862314	8.905236	8.844566	8.973621	9.001953	8.87036	9.065522	8.9274645	8.979996	8.829651	8.907394	8.885447	8.91689	8.925625	8.978455	9.095431	8.834809	8.886866	8.988383	8.949155	8.964067	8.909461	8.919442	8.968369	8.939486	8.789217	8.972521
1367481_at	9.091906	9.230047	9.212475	9.099675	9.209343	9.224827	9.271395	9.158579	9.256503	9.230006	9.228308	9.110609	9.282194	9.222584	9.220638	9.208637	9.217111	9.256849	9.083733	9.309761	9.261068	9.144024	9.294204	9.277468	9.240463	9.147152	9.197554	9.007777	9.258764
1367482_at	9.375433	9.460789	9.270586	9.310068	9.420779	9.487761	9.400881	9.346193	9.549118	9.367033	9.407494	9.501257	9.37207	9.492992	9.523992	9.670412	9.241106	9.493212	9.253023	9.537601	9.471197	9.339886	9.4102745	9.355011	9.336508	9.309404	9.527945	9.339095	9.467695
1367483_at	8.12263	8.251803	8.2188015	8.17108	8.416444	8.280271	8.204798	8.152545	8.247494	8.242356	8.150647	8.265334	8.171108	8.309114	8.266293	8.401626	8.314498	8.161876	8.230144	8.311312	8.26446	8.133326	8.292281	8.343095	8.253222	8.194274	8.319777	8.171108	8.267289
1367484_at	9.264977	9.299431	9.184313	9.218517	9.230172	9.173192	9.304435	9.2003145	9.242798	9.222093	9.163681	9.270155	9.280171	9.292922	9.210258	9.439467	9.265421	9.171814	9.295751	9.267209	9.289825	9.18492	9.023622	9.322264	9.28725	9.1568	9.342969	8.989797	9.380999
1367485_at	9.715218	9.784651	9.716631	9.693861	9.634533	9.754906	9.814697	9.631813	9.906706	9.640853	9.72113	9.7125225	9.84079	9.769737	9.63212	9.84598	9.638351	9.647285	9.797334	9.824467	9.684275	9.824537	9.697786	9.761988	9.777847	9.74946	9.785093	9.678108	9.667408
1367486_at	8.822327	8.864067	8.82796	8.902662	8.868332	8.861665	9.03372	8.920701	8.836038	9.049969	9.112636	8.875822	8.77217	8.87265	8.939997	8.919292	9.017933	8.853556	8.759671	8.909711	8.749819	9.132388	9.075186	9.0901	9.103504	8.9705715	9.019738	8.87242	9.00612
1367487_at	7.0404477	7.0323133	7.033044	6.812131	7.1907024	7.0809827	7.007966	6.987211	6.998418	7.0659857	6.9748597	7.08515	7.0747957	7.0805044	7.0308447	7.082312	6.9087005	6.96326	6.943785	7.210782	7.0352764	7.218302	7.0376506	6.952193	6.923693	6.992335	7.296187	7.048686	7.0720835
1367488_at	7.92136	7.7143483	7.8086386	7.8654623	7.7563696	7.6756406	8.030212	7.660562	8.185955	7.6509433	8.080986	7.7651815	7.5873423	7.8526025	7.666736	7.6838346	7.767637	7.9529977	7.7223506	7.727002	7.7342167	7.977865	7.582567	7.975112	7.5754647	7.728345	7.7937207	7.713573	7.9519467
1367489_at	6.196357	6.088068	5.9771075	6.230798	6.1778197	6.1789055	6.1566014	5.9889197	6.157163	5.9271126	6.027549	6.180695	5.896797	6.132994	6.0807433	6.058396	5.9633083	5.951055	6.1199126	6.322165	6.1204867	6.403553	6.0263004	6.220257	6.297861	6.235596	6.1055746	6.2565155	6.1892924
1367490_at	6.949134	7.0262065	7.0612965	7.0337353	7.147771	7.0447955	7.0832343	6.998316	7.220586	7.085765	7.14923	7.0959	7.098952	7.058634	7.1243463	7.153019	7.1839986	7.121251	7.171024	7.0244145	7.1075687	7.0137887	7.0992527	7.1829505	7.093199	7.1194944	7.258517	7.0868807	7.273433
1367491_at	9.35153	9.443558	9.401234	9.467218	9.26553	9.464238	9.489301	9.489288	9.539339	9.400162	9.514719	9.337952	9.4937	9.534875	9.395769	9.352719	9.402283	9.552833	9.475847	9.469134	9.417309	9.400162	9.439683	9.36202	9.366798	9.54941	9.2092085	9.440006	9.388206
1367492_at	8.61885	8.721718	8.625305	8.613398	8.599945	8.63971	8.673084	8.487323	8.627619	8.496791	8.651914	8.599779	8.676283	8.654723	8.500825	8.65888	8.620855	8.614089	8.606518	8.648254	8.510766	8.41757	8.616106	8.648502	8.481314	8.629859	8.620554	8.541776	8.669946
1367493_at	9.154714	9.284289	9.238152	9.328243	9.200297	9.242026	9.312906	9.318194	9.525693	9.225186	9.397693	9.320953	9.172567	9.263525	9.306135	9.324427	9.265816	9.35613	9.130745	9.330044	9.454624	9.249584	9.225651	9.2686615	9.220574	9.196458	9.327103	9.127729	9.38006
1367494_at	9.6509495	9.72271	9.6575985	9.70611	9.730272	9.663139	9.785845	9.674377	9.795816	9.740986	9.652363	9.5239525	9.642078	9.675146	9.68301	9.707636	9.79908	9.681435	9.727457	9.747097	9.696014	9.675755	9.754883	9.701384	9.63246	9.608852	9.612549	9.669001	9.691111
1367495_at	7.7574205	7.8215895	7.762655	7.6748466	7.732846	7.7502413	7.810914	7.598407	7.95827	7.7679305	7.7261505	7.793657	7.778887	7.762412	7.697994	7.8250866	7.5110188	7.9280224	7.746714	7.7173667	7.588574	7.769695	7.751461	7.664954	7.71218	7.554201	7.854827	7.4444394	7.8993177
1367496_at	11.236073	11.149594	11.28385	11.348926	11.190163	11.367149	11.238485	11.330498	11.249384	11.275237	11.35495	11.227581	11.153304	11.330728	11.333114	11.189886	11.344458	11.294111	11.120213	11.044701	11.322988	11.277157	11.31227	11.278991	11.267958	11.389426	11.193336	11.144635	11.314594
1367497_at	8.052965	7.886117	7.934881	8.106932	8.088001	8.074647	8.069136	8.152582	7.985455	7.8845706	7.9964476	7.970901	7.922191	8.091797	8.116783	7.993711	8.248493	8.078011	8.031401	8.046056	8.147762	7.8403015	8.040329	8.04826	8.148731	8.176186	7.892447	8.021049	8.095198
1367498_at	8.344331	8.13827	8.518521	8.20766	8.209252	8.246066	8.579929	8.3041115	8.512376	8.153875	8.566255	8.260477	8.27105	8.370193	8.344761	8.169321	8.312247	8.491015	8.251511	8.346458	8.403489	8.770062	8.268145	8.203823	8.288141	8.17199	8.135334	8.166899	8.430452
1367499_at	7.305462	7.1919417	7.256204	7.4732304	7.3330545	7.3104706	7.539963	7.3155594	7.5192904	7.1694236	7.5001736	7.3966393	7.3318596	7.331744	7.2905893	7.3521414	7.273636	7.5399637	7.3975477	7.2794547	7.198125	7.260866	7.222679	7.39271	7.2869353	7.187729	7.3145094	7.4351053	7.6031494
1367500_at	10.647316	10.681764	10.544644	10.531752	10.678225	10.611056	10.562672	10.4816	10.629341	10.568308	10.509531	10.62002	10.593704	10.59803	10.5959215	10.715895	10.496778	10.516205	10.665968	10.779261	10.5644045	10.616921	10.562798	10.630653	10.548225	10.532884	10.721676	10.71652	10.542156
1367501_at	8.280698	8.309301	8.648218	8.564142	8.258774	8.527736	8.654648	8.56602	8.433021	8.5051365	8.605111	8.446474	8.281977	8.635481	8.531229	8.420946	8.646488	8.618988	8.309496	8.23329	8.566707	8.364646	8.572518	8.450198	8.582408	8.553499	8.378067	8.338844	8.622988
1367502_at	8.290373	8.361447	8.444331	8.380966	8.436596	8.551216	8.534145	8.430101	8.472539	8.536149	8.539856	8.439648	8.601552	8.494127	8.385939	8.665952	8.424487	8.6271305	8.302078	8.546144	8.650897	8.343334	8.485112	8.514322	8.574503	8.292976	8.617109	8.237356	8.516595
1367503_at	10.231252	10.213378	10.322984	10.286397	10.306308	10.342277	10.397837	10.387624	10.200444	10.364447	10.33871	10.260108	10.329389	10.490403	10.506083	10.294995	10.59025	10.37921	10.216641	10.258009	10.466084	10.388709	10.455082	10.39113	10.393036	10.449193	10.29691	10.334726	10.429768
1367504_at	8.019403	7.7805595	7.8998804	7.902589	8.071346	8.112657	7.999381	7.884555	8.191688	7.963423	8.141518	8.205968	8.141382	7.9365125	8.057688	7.8600874	7.9868956	7.948022	8.023217	8.18044	7.9216	7.852195	7.976019	7.955363	8.017965	7.89999	7.91782	8.052517	8.04184
1367505_at	7.9313993	7.690273	8.066971	7.9610624	7.7730756	7.863517	8.012158	7.867801	8.102884	7.9152813	7.917467	7.8994026	7.798631	8.102437	7.9636307	7.6771736	7.983055	7.9520507	7.606365	7.8115234	8.112118	8.074137	7.938044	7.966201	7.942031	8.01725	7.672905	7.831652	8.126089
1367506_at	9.542424	9.742817	9.699712	9.71165	9.7378025	9.67976	9.694954	9.682653	9.660923	9.630062	9.690994	9.712991	9.798417	9.676689	9.754022	9.783448	9.7350855	9.609396	9.663512	9.878806	9.709931	9.620739	9.664831	9.742231	9.725227	9.686052	9.71722	9.738303	9.66042
1367507_at	6.836454	6.817589	6.790114	6.998698	6.8550262	6.863738	6.9729266	6.8855853	6.9292703	6.956906	6.888096	6.947332	6.8914623	7.051592	6.8965144	7.0320344	7.008476	6.93552	6.773701	6.818758	6.8774567	6.750058	7.033781	6.951189	6.8747196	6.91351	7.0006843	6.487732	6.897948
1367508_at	8.666112	8.813812	8.734301	8.900325	8.876891	8.899562	9.0121765	8.714618	9.123926	8.840567	9.025338	8.985152	8.781559	8.7671585	8.796442	8.969347	8.773385	8.942094	8.69109	8.866153	8.923634	8.838134	8.876255	9.051389	8.906313	8.796352	9.080761	8.669306	9.027354
1367509_at	9.534419	9.413714	9.478355	9.385528	9.436896	9.509073	9.388156	9.334253	9.583181	9.449386	9.330399	9.525032	9.505951	9.414462	9.474425	9.622472	9.465196	9.552524	9.510941	9.512337	9.536349	9.35084	9.402387	9.574447	9.518679	9.34584	9.685368	9.414127	9.41052
1367510_at	9.580499	9.524256	9.626835	9.577478	9.52355	9.630502	9.646828	9.612118	9.556437	9.690852	9.516787	9.598796	9.610159	9.718556	9.6942425	9.860944	9.611725	9.530755	9.431565	9.547109	9.673928	9.55852	9.603429	9.67367	9.718249	9.652112	9.727183	9.490406	9.768489
1367511_at	7.555411	7.6806626	7.6884646	7.6337786	7.6358933	7.702069	7.7852983	7.63218	7.6852007	7.7487965	7.8073573	7.680049	7.6665063	7.792672	7.7831335	7.6831036	7.7743263	7.774158	7.5218725	7.6551447	7.713192	7.6831274	7.6682734	7.7157803	7.725153	7.779217	7.659277	7.616955	7.668974
1367512_at	11.197257	11.23499	11.1340475	11.168703	11.149863	11.153744	11.175114	11.145766	11.1415415	11.012826	11.007443	11.134431	11.144907	11.224983	11.131412	11.144362	11.115974	11.123742	11.178684	11.127882	11.194528	11.073545	11.04539	11.2033825	11.126655	11.103836	11.17169	11.08616	11.181777
1367513_at	7.5050125	7.428744	7.4796047	7.5054507	7.4945655	7.6059484	7.6081486	7.504599	7.4451013	7.4523206	7.555574	7.401741	7.5784	7.4668894	7.613856	7.3705964	7.4557457	7.476135	7.4682546	7.479927	7.5259924	7.371362	7.556599	7.4849753	7.6303287	7.617671	7.2894077	7.620851	7.615317
1367514_at	7.610518	7.523928	7.681649	7.64277	7.634913	7.508953	7.817298	7.593272	7.504174	7.464342	7.6820817	7.5260043	7.6298637	7.773369	7.679082	7.6981497	7.673415	7.552394	7.5510745	7.5961924	7.705599	7.616317	7.5811925	7.797734	7.809742	7.6695614	7.534498	7.3177743	7.7625704
1367515_at	7.744725	7.60679	7.5902085	7.567963	7.7769	7.6698217	7.59517	7.3864393	7.708236	7.3437853	7.674553	7.703762	7.5778027	7.6230407	7.599153	7.525682	7.5573306	7.472343	7.683575	7.6698856	7.670629	7.8162675	7.5092607	7.6390285	7.560602	7.591532	7.6444397	7.596976	7.520273
1367516_at	8.402143	8.383115	8.264137	8.235091	8.264795	8.323122	8.370732	8.199262	8.290959	8.377978	8.2648325	8.390065	8.285305	8.4585495	8.341957	8.557595	8.29318	8.214047	8.272668	8.498211	8.240324	8.161124	8.255131	8.4288025	8.455293	8.303198	8.39244	8.383867	8.336879
1367517_at	7.5877604	7.1470494	7.5539684	7.455489	7.2419453	7.5491624	7.6137013	7.479454	7.4819283	7.296878	7.5305734	7.36239	7.3144155	7.4446974	7.516964	7.3606343	7.357742	7.587493	7.4679203	7.310475	7.4400206	7.4357805	7.675759	7.5039706	7.6841316	7.6444154	7.180319	7.5017657	7.593111
1367518_at	8.311783	8.276812	8.374283	8.302454	8.390764	8.444112	8.284298	8.321533	8.345358	8.212677	8.300106	8.275011	8.506691	8.376883	8.299448	8.348665	8.281277	8.320059	8.249056	8.300909	8.380615	8.216782	8.299198	8.261879	8.402176	8.385511	8.227001	8.301411	8.429094
1367519_at	7.4146094	7.5050654	7.6933355	7.6570673	7.6939206	7.544588	7.645461	7.7083445	7.632083	7.536253	7.7058525	7.5451994	7.5683513	7.774026	7.7341995	7.708285	7.8443756	7.7352314	7.616955	7.3596582	7.8057747	7.492835	7.559491	7.7388163	7.613145	7.7660375	7.5019636	7.6013083	7.864877
1367520_at	9.600134	9.621104	9.512368	9.45918	9.608173	9.602718	9.514838	9.491595	9.573284	9.564125	9.469399	9.587143	9.471773	9.512289	9.661678	9.767131	9.451492	9.492008	9.473536	9.696566	9.649393	9.3959	9.460897	9.509099	9.567551	9.416656	9.594856	9.4206915	9.5851
1367521_at	6.1451807	6.0862026	6.257326	6.343313	6.1340365	6.4318514	6.3311415	6.3181286	6.386837	6.2432876	6.2565236	6.236006	6.3501787	6.2394447	6.599291	6.146779	6.0172687	6.501888	6.1247253	6.5112696	6.4839473	6.757077	6.2256293	6.2885685	6.432275	6.381072	6.078609	6.2340145	6.3738847
1367522_at	7.962772	8.067735	7.9646244	8.132681	8.222692	8.083948	8.147463	8.3098755	8.069931	8.2303705	8.119486	7.964717	8.105891	8.080373	8.303047	8.075331	8.184287	8.1351185	8.125969	8.204168	8.21265	7.9478674	8.261878	8.171633	8.27312	8.367548	7.9768977	8.190172	8.145592
1367523_at	8.147369	8.284784	8.335132	8.1747055	8.377945	8.398993	8.370816	8.161591	8.433521	8.388735	8.3438425	8.280472	8.447748	8.381521	8.40895	8.435674	8.327123	8.30143	8.275173	8.481681	8.372401	8.366286	8.322451	8.397515	8.434877	8.256796	8.33712	8.268404	8.448426
1367524_at	6.8332434	6.8601747	6.899513	6.725044	6.8397384	6.735532	6.865739	6.804534	6.855461	6.72808	6.8152976	6.6237664	6.9343295	6.801673	6.9189754	6.7872376	6.746846	6.961003	6.7796884	6.890469	7.0500717	6.992124	7.009607	6.672891	6.9510036	6.8803377	6.6218185	6.9663367	6.7717056
1367525_at	8.81352	8.913235	8.956552	9.01239	8.933001	8.897785	8.990788	8.9133005	8.931493	8.872838	9.050639	8.83615	8.77236	8.803618	8.884391	8.78931	8.974569	8.939739	8.913036	8.90171	8.872124	9.031708	9.056915	8.924056	8.900195	8.891327	8.837229	8.886057	8.798234
1367526_at	9.025143	9.284788	9.217827	9.054003	9.209568	9.235321	9.08504	9.12425	9.374558	9.283961	9.134348	9.234363	9.292107	9.16874	9.173086	9.162987	9.089998	9.134402	9.156391	9.33226	9.187021	9.17236	9.144545	9.101673	9.061944	9.193656	9.228657	9.172091	9.219058
1367527_at	8.008414	7.9815016	8.206853	8.151865	7.9485435	8.291606	8.282331	8.1371765	8.069789	8.151727	8.269871	8.0926695	8.021094	8.407252	8.171895	8.186002	8.255579	8.297549	8.061922	8.001942	8.102078	7.991296	8.231727	8.140172	7.939482	8.242643	8.027367	7.9764776	8.244664
1367528_at	8.477608	8.364008	8.393509	8.493031	8.321441	8.37975	8.511256	8.448654	8.440465	8.436525	8.463603	8.593265	8.457306	8.54899	8.504372	8.408694	8.516393	8.446734	8.502994	8.427088	8.405618	8.3122635	8.37233	8.456031	8.527402	8.332575	8.553662	8.354209	8.415002
1367529_at	8.918583	9.02433	9.0465355	9.04195	9.027636	8.865759	9.127213	8.907	9.011099	8.909796	8.917599	9.028286	9.039103	9.075703	8.869616	9.020788	8.995314	8.879332	9.127953	8.995871	8.88109	8.772388	8.81167	9.096504	8.914686	8.915701	9.010431	8.945187	9.067453
1367530_at	7.407425	7.2150927	7.4277854	7.3157754	7.203172	7.405397	7.371264	7.34093	7.4401217	7.5596304	7.5394063	7.3467193	7.3025436	7.2468715	7.4428115	7.200918	7.458836	7.651932	7.344853	7.312982	7.2674036	7.4038057	7.4597583	7.256733	7.4202137	7.614426	7.2818403	7.287915	7.499482
1367531_at	9.911175	10.132948	10.070772	9.987697	10.011099	10.094769	10.025608	10.04702	10.094804	10.030587	10.000377	9.869882	10.09934	10.12146	10.019491	10.138415	10.14011	10.091275	10.069141	10.005731	9.958648	9.992216	10.0893345	9.951775	9.973768	9.998911	9.96965	9.944376	10.07205
1367532_at	11.149294	11.074241	11.230515	11.181119	11.143086	11.072817	11.270913	11.17153	11.037862	11.119081	11.168965	11.174682	11.111216	11.249899	11.080831	11.142746	11.288971	11.0680485	11.123046	11.080327	11.173572	11.171508	11.114519	11.239345	11.1615305	11.11249	11.126198	11.028351	11.1218
1367533_at	8.803181	8.844118	8.862797	8.974081	8.792784	8.826586	8.876028	8.841774	8.859022	8.801903	9.018679	8.874693	8.888044	8.866022	8.686327	8.77906	8.914654	8.949831	8.886061	8.771904	8.887807	8.885031	8.996725	8.913338	8.92495	8.990305	8.889313	8.762352	8.983341
1367534_at	7.428301	7.492233	7.40635	7.4174223	7.173295	7.547796	7.467344	7.1559715	7.4944496	7.348755	7.565459	7.4459753	7.4444456	7.2736053	7.681559	7.6711264	7.0788164	7.29329	7.273735	7.526129	7.2992373	7.583923	7.4681892	7.416056	7.6569653	7.5339146	7.4872036	7.2978005	7.5293345
1367535_at	7.9300814	7.982947	7.9667673	7.891055	7.9958816	7.8971972	8.00366	7.9122715	8.237679	7.8288326	7.972161	7.783325	7.68269	7.9103913	7.9340672	7.937137	7.9091225	7.73448	7.8761864	7.912584	8.043385	7.862834	7.9850416	7.95961	7.6861672	7.838056	7.8159757	7.9608335	7.7479386
1367536_at	7.6548004	7.6341724	7.5650477	7.560261	7.563778	7.6177254	7.569138	7.404943	7.6535907	7.5827785	7.664098	7.4630256	7.786839	7.437368	7.3945866	7.6396074	7.5553374	7.540331	7.6746416	7.774416	7.6603193	7.3580966	7.5391407	7.6298203	7.587361	7.4484777	7.659835	7.4769278	7.742427
1367537_at	6.8754387	6.7510233	7.0063157	6.8289146	6.9533997	7.006424	7.241775	6.710481	7.23201	6.874767	6.939832	6.7455993	6.951762	6.9795065	6.775542	6.97468	6.780135	6.962011	6.8768606	7.0626545	7.0905395	7.1426945	6.8670926	6.9940705	7.014138	7.0129604	6.908786	6.9894066	6.8062673
1367538_at	6.931185	6.6705165	7.109972	6.8271985	6.8387523	6.8318076	7.1386595	6.857967	7.2373614	6.8084755	7.0352364	6.9072833	6.73125	6.7944403	6.956938	6.80574	6.9328456	7.267373	6.9298973	6.5532126	7.0974407	7.1095796	7.0120897	6.969367	7.095404	7.214872	6.8566275	6.7695665	7.040899
1367539_at	8.367142	8.339434	8.585939	8.428511	8.335499	8.363211	8.55178	8.294118	8.459188	8.391718	8.52566	8.373625	8.29092	8.534838	8.295269	8.108292	8.465561	8.570799	8.472353	8.406406	8.421133	8.318197	8.490574	8.444698	8.375387	8.402662	8.2579365	8.181206	8.46496
1367540_at	7.072227	6.775938	7.3201504	7.189661	7.216716	7.1114535	7.4165473	7.1991224	7.0296335	7.0948925	7.4102592	7.11934	7.0157413	7.0921884	7.224621	7.0747967	7.329729	7.392953	7.200238	7.191661	7.3506765	7.4372725	7.336133	7.3978386	7.437716	7.28001	7.135165	7.3967824	7.394316
1367541_at	8.266367	8.267176	8.16683	8.336251	8.389957	8.400782	8.365355	8.207081	8.29401	8.295973	8.363943	8.24901	8.331571	8.356768	8.224489	8.373865	8.225151	8.308954	8.239113	8.367075	8.270218	8.166578	8.264694	8.322426	8.208757	8.253269	8.401881	8.111906	8.303629
1367542_at	7.710999	7.7980413	8.027666	7.812888	7.7423754	7.7646866	7.8245225	7.8511896	7.7215366	7.748717	7.686565	7.764143	7.851093	8.106164	7.7574716	7.855278	8.060011	7.84943	7.677096	7.786892	7.927446	7.838582	7.9457173	7.7363725	7.858492	7.920111	7.6880584	7.6000686	8.129989
1367543_at	8.892832	8.984686	8.836554	8.991865	8.885529	9.057137	9.055998	8.811169	9.243568	9.008253	8.977629	9.244323	8.870007	8.980658	9.065588	9.146788	8.804737	9.019184	8.762215	9.08227	9.017502	8.969175	9.058168	9.114538	9.148169	8.905449	9.245371	9.023064	9.115351
1367544_at	6.841766	6.272687	6.948	6.4317913	6.291859	6.690496	7.0097795	6.4193864	6.8914104	6.4318933	6.725327	6.353055	6.2413654	6.8105245	6.557382	6.479727	6.5597863	6.78663	6.517234	6.567527	6.734669	6.845828	6.6754975	6.658353	6.5270414	6.6877875	6.315378	6.475571	6.781087
1367545_at	7.7144785	7.522733	7.8084593	7.6299667	7.5936894	7.829297	7.7651157	7.6374345	7.537052	7.551234	7.9654164	7.552188	7.6299667	7.7169137	7.9966035	7.6408205	7.7969613	7.845159	7.628625	7.59019	7.701058	7.865319	7.728375	7.8343806	7.861295	7.855166	7.549323	7.372954	7.860871
1367546_at	10.141691	10.1281	10.082218	10.052318	10.109757	10.073353	10.187457	9.928083	10.27009	10.039286	10.108513	10.228276	10.1364765	10.0788	10.019765	10.243461	9.929058	9.927849	9.997393	10.233817	10.064718	10.033693	10.021059	10.189287	10.114644	9.959688	10.291682	10.02585	10.074675
1367547_at	7.3004675	6.9060364	7.4995747	7.419731	7.3287635	7.3545628	7.587893	7.3860826	7.2946615	7.3312454	7.33609	7.0243797	7.0336046	7.4501266	7.3514705	7.2242455	7.483871	7.5132923	7.22146	7.213857	7.4089727	7.709947	7.591223	7.287118	7.562305	7.4854374	7.0821023	7.27224	7.39567
1367548_at	8.018169	8.089186	8.221378	7.9551244	8.02169	8.133853	8.161278	8.184379	8.231542	8.216274	8.164726	8.13369	8.203635	8.314515	8.000226	8.293949	8.185722	8.191428	7.993083	8.048843	8.113657	8.021963	8.153511	8.150503	8.262805	8.106593	7.984778	8.017773	8.17109
1367549_a_at	10.195207	10.163464	10.239513	10.4626465	10.167147	10.288305	10.477112	10.236908	10.436544	10.202631	10.418158	10.331123	10.149557	10.333189	10.338076	10.166103	10.312164	10.518694	10.136778	10.257362	10.292788	10.365959	10.444033	10.346701	10.27393	10.349812	10.218939	10.26664	10.357077
