Something	030816-MW-502_(Rat230_2).CEL	030816-MW-504_(Rat230_2).CEL	030816-MW-506_(Rat230_2).CEL	031516-MW-503_(Rat230_2).CEL	030816-MW-520_(Rat230_2).CEL	030816-MW-508_(Rat230_2).CEL	030816-MW-510_(Rat230_2).CEL	030816-MW-511_(Rat230_2).CEL	031516-MW-509_(Rat230_2).CEL	030816-MW-513_(Rat230_2).CEL	030816-MW-514_(Rat230_2).CEL	030816-MW-515_(Rat230_2).CEL	030816-MW-516_(Rat230_2).CEL	031516-MW-517_(Rat230_2).CEL	030816-MW-526_(Rat230_2).CEL	030816-MW-521_(Rat230_2).CEL	030816-MW-522_(Rat230_2).CEL	030816-MW-523_(Rat230_2).CEL	031516-MW-519_(Rat230_2).CEL	030816-MW-531_(Rat230_2).CEL	030816-MW-528_(Rat230_2).CEL	030816-MW-529_(Rat230_2).CEL	031516-MW-527_(Rat230_2)_2.CEL	031516-MW-530_(Rat230_2).CEL	030816-MW-532_(Rat230_2).CEL	030816-MW-534_(Rat230_2).CEL	031516-MW-535_(Rat230_2).CEL	031516-MW-536_(Rat230_2).CEL	030816-MW-507_(Rat230_2).CEL
1374513_at	10.175158	10.254983	10.1756	10.115651	10.084455	10.111668	10.0374	10.257725	10.125022	10.201982	10.144647	10.1150675	10.069991	10.105331	10.136386	10.123591	10.16275	9.996492	9.985886	10.122047	10.172543	10.253079	10.075384	9.861064	10.186589	10.152416	10.142515	10.084108	10.133872
1374514_at	7.5420094	7.788472	7.759761	7.771568	7.67164	7.66363	7.784755	7.7528167	7.6359463	7.7815475	7.7315006	7.9670596	7.7710896	7.4717975	7.7994595	7.6790915	7.843953	7.749431	7.6257353	7.7542315	7.7563806	7.976541	7.7295103	7.811084	7.7134	7.82682	7.9873257	7.832915	7.869237
1374515_at	10.412626	10.425214	10.420147	10.341957	10.467155	10.426418	10.435921	10.384825	10.440592	10.337326	10.473976	10.568228	10.502398	10.430213	10.489899	10.530224	10.506708	10.381913	10.466879	10.48899	10.646373	10.55173	10.6476345	10.586462	10.638823	10.617118	10.6152725	10.644488	10.469129
1374516_at	7.729929	7.7167535	7.564279	7.4325404	7.570258	7.8183904	7.6375065	7.593001	7.5982556	7.932838	7.5475307	7.6251006	7.8448515	7.5437026	7.6419897	7.8799763	7.8108487	7.7130613	7.5367117	7.696076	7.524308	7.6942034	7.693352	7.482774	7.614221	7.652306	7.576768	7.4910855	7.5942225
1374517_at	7.759862	7.4947805	7.5699244	7.5368423	7.5517316	7.8279777	7.465665	7.3455544	7.4137173	7.5573463	7.355848	7.4379807	7.4603744	7.367345	7.450013	7.5229664	7.4719405	7.471652	7.430584	7.557807	7.593238	7.4074097	7.5611153	7.1984854	7.3024273	7.4016585	7.486744	7.2838764	7.6251884
1374518_at	10.378754	10.340434	10.449307	10.377353	10.429577	10.35009	10.488058	10.3490305	10.204383	10.309356	10.354846	10.372494	10.324565	10.117825	10.498159	10.414195	10.247318	10.322305	10.401158	10.336138	10.397059	10.378564	10.432454	10.471344	10.362641	10.486456	10.348744	10.347624	10.164895
1374519_at	6.6540794	6.590284	7.0005994	6.534973	6.797088	6.6081243	6.64031	6.65188	6.520151	6.4371276	6.7457933	6.8317165	6.814973	6.259407	6.6777377	6.706067	6.5736566	6.652413	6.6782417	6.632885	6.5181684	6.720999	6.9297795	6.400103	6.676924	6.6804314	6.768817	6.4926767	6.5822563
1374520_at	3.8489861	3.873018	4.1158333	4.0000505	3.5263336	3.68829	3.9467075	3.7521408	4.021245	4.139942	4.240649	3.8016858	3.930238	4.130864	4.1257873	3.9786394	3.8762767	3.6816308	3.9927235	4.118889	3.6119845	4.112148	4.197523	4.169794	3.811149	3.7639167	3.8794036	4.1129026	3.9590693
1374521_at	5.8033676	5.7562947	5.803507	5.646716	5.9015865	5.8074274	5.791616	5.999989	5.696475	5.861969	5.6118484	5.9482636	5.5793204	5.672514	6.027022	5.9675984	5.854916	6.0584354	5.769335	5.9002886	5.744649	5.8900466	6.032243	5.620399	6.022733	5.643268	5.809146	5.927115	5.860928
1374522_at	10.145847	10.204091	10.190007	10.246222	10.161137	10.060922	10.139746	10.166214	10.116153	10.113072	10.15969	10.117086	10.029334	10.133492	10.206548	10.225974	10.163782	10.167585	10.160429	10.255898	10.193517	10.1477995	10.184006	10.110578	10.227306	10.147467	10.349438	10.1230755	10.2538595
1374523_at	8.827613	8.869159	8.541469	8.809316	8.69339	8.803512	8.6608925	8.7481165	8.5994	8.840881	8.628101	8.796153	8.656752	8.664709	8.703148	8.55957	8.622909	8.85374	8.864797	8.731813	8.693602	8.562984	8.719634	8.723461	8.631732	8.510428	8.566844	8.600562	8.892357
1374524_at	10.321686	9.794399	10.125982	9.901148	10.112389	10.14897	10.002962	10.039925	9.970396	9.899857	9.947521	9.865799	10.096111	10.202614	9.985666	10.07247	10.268133	10.1761	10.220736	10.137672	10.00284	10.087193	10.222513	9.994974	10.069519	10.200434	10.084307	10.050446	10.073793
1374525_at	8.435011	8.602273	8.3752	8.354459	8.175218	8.188902	8.032626	8.298975	8.286296	8.278224	8.294326	8.329479	7.980733	8.1059	8.326887	8.458322	8.465274	8.350742	8.035816	8.392934	8.75049	8.20665	8.542235	7.7340603	8.394173	8.188855	8.4709835	8.214197	8.210647
1374526_at	8.637922	8.667698	8.81213	8.634464	8.5635	8.578403	8.641419	8.5571575	8.494299	8.454603	8.740751	8.588568	8.728605	8.539927	8.57929	8.594301	8.535497	8.6636715	8.547669	8.746047	8.682016	8.847782	8.773889	8.15393	8.573698	8.521219	8.780322	8.52923	8.639855
1374527_at	9.615423	9.554071	9.292208	9.551823	9.786898	9.6395	9.530338	9.548361	9.572071	9.66148	9.64472	9.88999	9.48888	9.62742	9.711899	9.7271805	9.532314	9.693386	9.62331	9.794275	9.833559	9.613718	9.803694	9.616276	9.809164	9.683134	9.695671	9.822449	9.650269
1374528_at	4.296012	4.3486414	4.2859774	4.551816	4.085043	4.4777164	4.4010696	4.365507	4.4243336	4.316386	4.6370587	4.488859	4.429922	4.5744457	4.208378	4.5384874	4.665861	4.1584272	4.185434	4.2760887	4.199885	4.341107	4.2019978	4.370774	4.50488	4.206337	4.48079	4.3464746	4.12951
1374529_at	3.0000155	3.5930126	4.065124	3.7392273	3.7412362	3.9926598	3.776675	3.6699457	3.4037192	5.2180986	4.1480207	3.877225	3.849663	3.5052423	3.893874	3.8091245	3.9797163	4.232761	4.0999355	4.430309	4.95545	3.9096475	3.8780997	3.779493	3.8550425	3.917389	4.3614893	3.7113326	3.8935351
1374530_at	6.6059127	6.4911385	6.300688	6.3311896	6.324778	6.5982122	6.987457	6.456839	6.1831913	6.9128814	6.5062513	6.7959156	6.643733	6.4224944	6.1992507	6.4941015	6.305751	6.572173	6.3765235	6.5442486	6.5757847	6.280693	6.5267444	6.3960767	6.3653584	6.1967745	6.5209713	6.4626465	6.680166
1374531_at	8.982985	9.78244	9.0999565	9.165016	8.410289	8.255087	9.48669	9.803655	9.599341	9.218584	9.452862	9.918391	8.524857	9.344369	9.58341	8.748274	8.982763	9.626314	9.050957	8.979157	9.382173	9.702867	8.510976	8.507826	9.370241	9.105648	9.324776	9.236794	9.542296
1374532_at	8.478073	8.3586035	8.498352	8.153548	8.412602	8.52202	8.375375	8.296486	8.310896	8.5083275	8.250342	8.365383	8.328434	8.054252	8.323302	8.416608	8.245986	8.42668	8.295635	8.445127	8.216371	8.199225	8.419276	8.466367	8.316717	8.301383	8.292817	8.337017	8.310492
1374533_at	7.3628526	7.1944704	7.374938	7.3136954	7.0242133	7.286145	7.1769824	7.195556	7.2599792	7.083379	7.3723564	7.0846276	7.2039065	7.212907	7.3268137	7.4930224	7.192631	7.3995123	6.8723564	7.325943	7.1859016	7.3786335	7.4834933	6.809669	7.2644153	7.0967174	7.2443476	6.9348783	7.3397236
1374534_at	5.807205	5.850019	5.9027023	5.600973	6.001941	6.173558	5.9455457	5.9532013	5.849946	6.059105	5.7652607	6.070366	5.9276357	5.922154	6.0541024	5.855045	5.928547	6.112915	5.9450026	6.0091977	5.924482	5.625781	6.1080847	5.6304917	5.7025642	5.8283134	5.961627	5.950534	5.837623
1374535_at	5.482655	5.828632	5.5166078	5.34407	5.540089	5.4688606	5.282386	5.4763355	5.623436	5.6077466	5.632733	5.745714	5.578682	5.8562217	5.5488977	5.431949	5.277526	5.3204308	5.371419	5.6022224	5.5977573	5.62661	5.417328	5.436776	5.5329003	5.459398	5.4815745	5.5042562	5.92138
1374536_at	8.242168	8.142332	8.340863	8.014223	8.10103	8.2533	8.177958	8.196548	8.054607	8.092609	8.125056	8.208349	8.257879	8.028688	8.116871	8.105957	8.2468605	8.248808	8.045881	8.150039	8.135817	8.2421665	8.354986	7.7918854	8.073469	8.008682	8.251831	7.9437575	8.144598
1374537_at	6.621575	6.3453894	6.527872	6.2116623	6.3463306	6.460496	6.2754607	6.399789	6.1790786	6.57006	6.177517	6.3749237	6.506722	5.8010635	6.3121343	6.3805604	6.024495	6.437158	5.9108324	6.373808	6.3131013	6.2224493	6.3429384	5.9448185	6.234843	6.17405	6.268217	6.0601864	6.1212387
1374538_at	6.625853	6.5427985	6.602792	6.4670215	6.661144	6.8390193	6.6442237	6.76159	6.5668273	6.6658864	6.6246514	6.532412	6.6942534	6.6233454	6.7402024	6.701577	6.4770036	6.8651447	6.6544037	6.5360093	6.574929	6.6634355	6.6157694	6.476735	6.5447903	6.743711	6.557128	6.5026693	6.7574444
1374539_at	6.647464	6.780666	6.741879	6.5633497	7.0273137	6.9041677	6.705246	6.6579113	6.705062	6.8389835	6.686276	6.6711683	6.770482	6.5829453	6.773095	6.938221	7.014415	6.65266	6.7564507	6.711736	6.6372437	6.705818	6.6795373	6.605314	6.52897	6.739221	6.6700993	6.541924	6.864607
1374540_at	5.932373	5.582643	6.3497777	5.7317505	5.7613893	5.7120285	5.556997	5.391214	5.81661	5.6686254	5.7071185	5.539986	6.5418577	5.7026005	5.7597733	5.4649296	5.555099	5.3066797	5.583759	5.743183	5.8036675	5.7203436	5.887632	6.047517	5.80703	5.8377156	5.7057047	5.8114405	5.817294
1374541_at	5.223221	5.0842266	5.248756	5.370412	5.097103	4.930475	5.2506084	5.0920343	5.0889387	5.1597724	5.1868944	5.059289	4.9589357	5.57308	5.027589	5.1284685	4.8160715	5.01956	5.3094783	5.175806	5.1284113	5.054514	5.058255	5.2907867	5.172575	5.2464495	5.0163164	5.394791	5.16811
1374542_at	3.8858113	4.3979945	4.4153895	4.0828853	4.2621865	3.7403758	3.616966	4.0967607	4.183362	4.240536	4.005343	4.5733447	3.9437957	3.449509	3.464931	4.0010257	3.2209158	3.3575983	3.5982292	3.781487	4.0861244	4.40293	4.1182237	3.900643	3.9727771	4.4575777	3.9817035	4.05051	4.150796
1374543_at	3.4993296	3.435862	3.6947763	3.7207766	3.2665222	3.4665422	3.5814817	3.517739	3.8742528	3.331014	3.5532851	3.381259	3.3892508	3.520366	3.6820364	3.3849704	3.5548472	3.5280857	3.6142108	3.3213978	3.357634	3.4099746	3.333428	3.7483149	3.23645	3.648732	3.452506	3.4716358	3.1911762
1374544_at	6.445898	6.2888236	6.5347285	6.1359673	6.3490896	6.4350867	6.459194	6.521278	6.210826	6.223348	6.472009	5.956112	6.3506546	6.304628	6.5126443	6.502095	6.3481917	6.2831063	5.9189925	6.5092883	6.097603	6.2920284	6.273617	5.8533034	6.1231236	5.9449	6.247204	6.168549	6.7321534
1374545_at	7.5152044	7.4487915	7.5532813	7.4255867	7.456861	7.480986	7.6355968	7.770001	7.2969847	7.7601185	7.5803933	7.6952124	7.5649147	7.163146	7.525566	7.6414356	7.6501946	7.469243	7.4277854	7.487826	7.672709	7.6766453	7.535893	7.527009	7.5890875	7.603058	7.684308	7.462385	7.2860727
1374546_at	3.5302546	3.6313927	4.114299	3.729226	3.5998814	3.8854973	3.54222	3.5629196	3.542261	3.5522513	3.6790295	3.4766905	3.685329	3.5489445	3.651864	3.7306678	3.8959866	3.8712795	3.4185212	3.6568513	3.463781	3.9886174	3.7249024	4.082052	3.684784	3.7401357	3.614504	3.7349665	3.9310842
1374547_at	7.502277	7.3809366	7.5286684	7.3666806	7.4482093	7.5402966	7.281825	7.5369115	7.471431	7.3348346	7.365302	7.2844257	7.3240523	7.1886024	7.316063	7.3059683	7.4684057	7.5958385	7.286013	7.478005	7.3302665	7.490261	7.3209944	7.237023	7.2128744	7.279286	7.3764424	7.280734	7.518961
1374548_at	8.404246	8.168251	8.297236	8.050538	8.016512	8.2199335	8.2098875	8.455461	8.108565	8.301515	8.155233	8.443569	8.087544	7.7966537	8.222512	8.226781	8.470723	8.288845	8.193371	8.217817	8.413683	8.293108	8.331737	7.984706	8.311005	8.348817	8.275786	8.11414	8.240824
1374549_at	6.516843	6.1521997	6.543596	6.5889764	6.685506	6.7241907	6.833557	6.686095	6.397915	6.719269	6.822673	6.6654787	6.575592	6.2559767	6.67642	6.693461	6.5527816	6.5404677	6.722172	6.650461	6.3604584	6.5348525	6.771279	6.595319	6.309549	6.348155	6.5391326	6.5650096	6.464103
1374550_at	6.294839	6.202287	6.283627	6.171385	6.2314177	6.3605556	6.259437	6.321521	6.2436256	6.2529144	6.1083765	6.2213054	6.0618744	5.759117	6.096689	6.220953	6.285828	6.373818	5.972125	6.185966	6.343233	5.9378853	6.0878468	5.954374	6.2480526	6.1104164	6.1363015	6.05097	6.210868
1374551_at	8.46326	8.1732025	7.9963493	8.124052	8.183663	8.494601	8.306182	8.19338	8.221778	8.309684	8.373655	8.287541	7.98869	8.119641	8.222255	8.350105	8.210344	8.206134	8.152586	8.454067	8.195612	8.09125	8.348371	7.7915225	8.152419	7.9688287	7.977525	8.053868	8.222368
1374552_at	7.461305	7.144399	7.5049143	7.4565697	7.2063704	7.3978786	7.298809	7.422634	7.164021	7.288176	7.4229584	7.3732586	7.31741	6.9192295	7.3748956	7.3534417	7.2485094	7.451679	7.1081343	7.496178	7.1817493	7.2536297	7.4590607	7.095402	7.2261887	7.380885	7.5317826	7.2004795	7.456422
1374553_at	6.0931983	5.8109097	5.789159	5.554845	6.0679903	6.0192313	6.299531	5.9135084	5.6668453	6.3829966	5.9510584	6.1671357	6.1472397	5.8357544	6.096333	6.1781697	5.8813596	5.76154	6.002963	5.780035	5.87469	6.2580075	5.8758135	5.4709888	5.95606	6.1801076	5.9428124	5.7779512	6.003055
1374554_at	8.675934	8.652033	8.707516	8.532936	8.646419	8.77273	8.618078	8.549383	8.319771	8.694051	8.572624	8.786135	8.8301115	8.416278	8.56387	8.740419	8.566181	8.723838	8.318236	8.536791	8.582882	8.61571	8.774343	8.42004	8.481306	8.66046	8.566924	8.492219	8.502871
1374555_at	7.276874	7.005102	7.517502	7.144085	7.3389535	7.5309086	7.383919	7.1706295	7.100202	7.2458863	7.2402472	7.17184	7.201485	6.5775356	7.31017	7.6118193	7.038575	7.0604506	7.3620825	7.223495	7.1337104	7.0227346	7.7238483	7.2102923	7.306567	7.131944	7.219777	6.818005	7.216127
1374556_at	5.66469	5.472338	5.5822225	5.451412	5.5267143	5.718613	5.8090696	5.6307507	5.5709896	5.721219	5.6232057	5.571304	5.288751	5.2800922	5.638513	5.7040544	5.6672883	5.918911	5.3995457	5.568622	5.3304195	5.509685	5.5285153	5.639915	5.542371	5.4363317	5.5766873	5.6128035	5.5791864
1374557_at	5.400296	5.0923166	5.454029	5.2456646	5.348304	5.3436184	5.0161953	5.204831	5.199732	5.4633274	5.7032146	5.2747	5.1077795	5.162546	5.3566666	5.391759	5.2307005	5.2908115	4.9125576	5.2576084	5.48825	5.245243	5.161276	4.905164	5.072734	5.3644285	5.0204754	5.0649023	5.4343624
1374558_at	8.051252	7.7305384	8.11787	7.892972	7.7863846	8.339749	7.8396983	7.903553	7.7729487	8.210841	7.8679643	7.8922534	7.9475136	7.674041	7.671019	8.054585	7.8610153	8.008402	7.6825852	7.7151775	7.6344514	7.8539824	7.8004813	7.545436	7.5861893	7.58586	7.65926	7.599008	8.148562
1374559_at	8.394969	8.307677	8.503081	8.320611	8.245858	8.420529	8.184578	8.303187	8.353493	8.254216	8.293404	8.150229	8.593419	8.171573	8.320908	8.283063	8.211459	8.37044	8.218413	8.217505	8.158566	8.441822	8.429954	7.955118	8.193242	8.169793	8.17809	8.16339	8.425769
1374560_at	7.1994615	7.1340046	6.9976826	7.173558	7.026144	6.987486	7.0804424	7.1592293	7.0731964	7.1364594	6.870038	7.0527906	7.2896833	7.006765	6.9777813	6.9350114	6.8988724	6.9763017	7.071563	6.9302106	6.870332	6.92899	7.1375227	6.814028	7.0149884	6.8039403	7.0232825	6.7300596	7.3184977
1374561_at	6.6497173	6.4984407	6.824373	6.4477773	6.650121	6.6459503	6.8299255	6.590358	6.366951	6.7905912	6.7458167	6.7307434	6.6695566	6.4183292	6.731152	6.730055	6.701461	6.7406917	6.685385	6.7308292	6.692949	6.806978	6.967507	6.2636714	6.706005	6.4704356	6.816911	6.309912	6.3781033
1374562_at	7.901303	8.098351	7.970911	7.875667	8.122704	7.94053	8.196944	8.621702	7.730983	8.591229	8.071472	8.17452	7.621645	7.504823	8.422081	8.320079	8.253967	7.840814	7.825005	7.747345	8.390804	8.558573	7.685458	7.969963	8.097824	8.219694	8.390427	7.980336	8.036619
1374563_at	5.4257946	5.847159	5.604749	5.29268	5.3621607	5.418085	5.6446395	5.897117	5.45066	5.9660463	5.542324	5.7700777	4.425394	4.197371	5.5834894	5.342688	5.359574	5.5965223	5.133597	5.932299	5.442578	5.725356	4.780617	5.441032	5.6028047	5.711964	5.6653485	5.618509	5.8670163
1374564_at	5.760313	5.7135334	5.828746	5.8423705	5.3943205	5.6084423	5.872838	5.641784	5.6069775	5.829791	5.6783276	5.868504	5.984297	5.6633644	5.6331844	5.630746	5.7052317	5.798938	5.9484043	5.59276	5.7308483	5.993925	5.937646	5.5597563	5.392973	5.812092	5.761385	5.7747517	5.685498
1374565_at	7.1061153	7.075456	7.214156	6.614528	6.9148993	6.8920817	6.9392157	6.9002514	6.778738	7.1044483	6.965749	6.905533	7.1604476	6.9111433	6.9701824	6.9752645	7.020274	7.030321	6.7791166	7.0672054	7.133063	7.3613796	7.0971556	6.6747217	7.3700457	7.252289	6.983987	6.9556937	7.082919
1374566_at	6.387497	6.7003036	6.5786223	6.6329913	6.6037536	6.67705	6.7240233	6.507993	6.74817	6.80267	6.7899103	6.8744287	6.4838686	6.829043	6.850984	6.588319	6.4044604	6.597159	6.676081	6.5839424	6.6446886	6.579814	6.6175876	6.5088844	6.601533	6.519356	6.7084703	6.6814065	6.518975
1374567_at	6.942879	7.2962956	7.0823956	6.982173	7.0236483	6.744817	6.9957814	6.9295216	7.0568733	6.936786	6.9670215	7.002211	6.787695	6.909908	7.0908566	6.9618974	6.9511647	7.1452513	6.9073715	6.90842	7.105031	6.8363156	7.13031	6.7051606	6.701316	6.933194	7.2161465	7.0651307	6.9617014
1374568_at	7.0753713	6.6636753	6.947574	6.636246	6.744303	6.7302003	6.87132	7.1384187	6.4799013	6.995957	6.586983	6.8119144	6.8483105	6.523619	6.7817597	6.881591	6.89971	6.8618665	6.916329	6.739231	6.742521	6.8734827	6.92258	6.826023	6.9945397	6.8731217	6.8193073	6.6133313	6.8455486
1374569_at	7.128363	7.190443	7.160176	7.0761085	7.022102	7.2161355	6.989033	7.212919	7.224605	7.035839	7.167128	7.034824	6.9776382	6.8787384	6.8202095	7.049629	7.0675325	6.916725	6.9704237	7.170245	6.928036	7.051156	7.097652	7.076533	7.031712	6.9133387	6.9820285	6.9896207	7.172017
1374570_at	9.489609	9.345993	9.296402	9.310549	9.224639	9.562663	9.5322275	9.408095	9.249528	9.415802	9.584895	9.595995	9.338021	9.129144	9.518468	9.390073	9.544993	9.464014	9.455258	9.561038	9.493923	9.588257	9.61826	9.253611	9.564928	9.442689	9.476963	9.431313	9.464589
1374571_at	9.06139	9.112316	9.167562	9.062696	9.12232	9.0862875	9.24369	9.140409	8.915373	9.074553	9.128679	9.151935	9.10523	9.092579	9.055962	9.078243	8.994168	9.233671	9.116625	9.094981	9.08334	9.226375	9.15509	8.70674	9.150243	9.148802	9.107673	9.015547	9.0637045
1374572_at	5.353839	5.435937	5.2943296	5.5348682	5.458501	5.4625864	5.632987	5.304555	5.3793287	5.586406	5.445487	5.2668962	5.3323174	5.499915	5.529682	5.4686146	5.402854	5.23693	5.3016834	5.4965725	5.0694366	5.3943205	5.3424025	5.53265	5.4771667	5.4043517	5.317792	5.312357	5.363921
1374573_at	4.838566	4.6314855	5.2130404	5.130658	4.7980814	5.010379	4.8366632	5.0249023	4.979353	4.877171	4.9729414	4.957452	4.9660425	5.1819897	4.786537	4.91978	4.9387674	5.1180825	4.9570923	4.7991753	4.839507	4.933005	4.9764476	5.031846	4.943834	4.959613	4.9457235	5.10105	5.131892
1374574_at	7.760043	7.93143	7.818002	7.4530854	8.099925	7.5399485	7.5366306	7.791754	7.7374268	7.804263	7.8254213	7.9806566	7.3982425	7.753683	7.999988	8.018518	7.8652954	7.926536	7.365784	7.9806404	8.195884	8.263063	7.5360336	7.533123	8.280671	8.045739	8.135417	8.028763	7.8674517
1374575_at	5.4679403	5.823635	6.1159234	5.50593	5.310549	5.788288	5.9377193	5.916464	5.615782	5.7679815	5.6895523	5.581216	5.6510143	5.963954	5.6312723	5.811304	6.0390453	5.6519814	5.808546	5.6309595	5.633897	5.9973183	5.5775547	5.615673	5.9483166	5.7589674	5.7585726	5.6156187	5.3843193
1374576_at	5.8059487	5.73733	5.8166122	5.928981	5.718905	6.0444603	5.9139786	5.764442	5.872565	5.721617	5.8621182	5.867509	6.1190953	5.7818522	5.85481	5.8930373	5.949698	5.846085	5.5154123	6.0124083	5.7120414	5.8279653	5.908003	5.632184	5.8447638	5.7335496	6.04589	5.7832556	5.965061
1374577_at	7.6695204	7.29103	7.4269843	7.2373877	7.311257	7.4966764	7.2881465	7.364628	7.1918654	7.26707	7.2078443	7.2073975	7.2312756	6.9734936	7.187556	7.2011385	7.2724757	7.280257	7.1880445	7.2693305	7.036647	7.0313725	7.328534	7.3455696	7.323943	7.15514	7.1070247	7.0852695	7.351368
1374578_at	7.869701	7.5816727	7.660672	7.4354973	7.749046	7.632819	7.827486	7.7278595	7.6289473	7.767652	7.7505803	7.8079176	7.843421	7.7941937	7.9818244	7.9524865	7.759927	7.943866	7.723337	7.87404	7.8270626	8.171832	7.9120197	7.6262846	7.9027224	8.001045	7.901066	7.7270675	7.9008594
1374579_at	6.8477364	6.7672815	6.9749165	6.48365	6.9948378	6.697595	6.8906217	6.868979	6.592876	6.634445	6.627034	6.487147	6.749823	6.4578824	6.9285717	6.9295435	6.854302	6.894497	6.688557	6.8306203	6.702612	7.0222926	6.6808167	6.375505	6.6500688	6.8662076	6.598321	6.4995375	6.9720926
1374580_at	7.9412374	7.6899633	8.009137	7.693665	7.904443	7.811368	7.862869	7.824416	7.6015244	7.9085994	7.8933487	7.8738947	7.852399	7.5585537	7.9443126	7.9441175	7.9893937	7.79735	7.87078	7.7324953	7.9136467	8.08984	8.071734	7.79998	7.9486675	8.1455345	8.086189	7.7959094	7.7117996
1374581_at	8.846985	8.857008	8.813175	8.799873	8.734845	8.7843895	8.864428	8.879503	8.814564	8.836104	8.733274	8.790813	8.78635	8.892202	8.89761	8.841068	8.757269	8.880655	8.837328	8.768251	8.791632	8.906004	8.732187	8.629944	8.831364	8.846228	8.857899	8.812994	8.866913
1374582_at	7.491906	7.762033	7.4952974	7.513331	7.743206	7.703539	7.4286385	7.77271	7.5908566	7.4905653	7.7356677	7.766744	7.511084	7.6950684	7.7757096	7.686228	7.450953	7.712939	7.523895	7.5960264	7.716679	7.610391	7.685044	7.2285056	7.791857	7.436775	7.72128	7.767928	7.6642456
1374583_at	6.680105	6.734916	6.811845	6.79951	6.735538	6.5793424	6.8082895	6.6183877	6.6978045	6.8113523	6.845469	6.830044	6.8641424	6.8291574	6.7945366	6.8077655	6.559377	6.7717743	6.5958195	6.804539	6.845713	6.924676	6.821231	6.5416365	6.7474623	6.758364	6.876308	6.743154	6.8021502
1374584_at	8.256952	7.929464	7.8935833	7.966061	7.7348995	7.9204245	8.239687	8.224983	7.9912686	8.3049965	7.976221	7.930016	8.1511545	7.835047	8.064543	7.947378	8.048345	8.082643	7.974206	8.002122	7.8711305	8.169209	8.0991955	7.8833704	8.131157	8.220018	8.037344	7.7296696	8.21491
1374585_at	9.653767	9.322664	9.469692	9.637808	9.687	9.672802	9.502825	9.513071	9.590509	9.356369	9.805082	9.662004	9.7922	9.587514	9.537724	9.609058	9.516214	9.53557	9.5261135	9.754686	9.662903	9.772457	9.848017	9.655148	9.699849	9.862753	9.7270355	9.723881	9.402998
1374586_at	6.7793884	6.965084	7.126794	6.953526	7.1392565	6.99323	7.296856	7.1707783	7.088106	7.1693993	7.285243	7.0493054	7.0580835	7.1441593	7.294413	7.2450066	7.3038554	7.3621407	7.0395403	7.2412233	7.069265	7.309819	7.0838223	6.8323116	6.9541974	7.260449	7.2104716	6.957633	7.1454263
1374587_at	6.9369745	7.0305166	7.0874195	7.1110916	7.2430224	7.0968146	7.1895704	7.144214	7.098274	7.320279	7.2473345	7.2694073	7.095535	6.908613	7.350127	7.336125	7.0756855	7.098506	6.97604	7.1146517	7.228221	7.4083695	7.1766453	7.1540484	7.21098	7.276958	7.424993	7.2191734	7.054746
1374588_at	7.4330645	7.5097117	7.4787126	7.2530704	7.639247	7.7156444	7.4290924	7.66978	7.274106	7.755709	7.607171	7.71997	7.322656	6.664352	7.8032575	8.008317	7.5141654	7.566354	7.386509	7.5985737	7.786843	7.6151342	7.444242	7.383946	7.688914	7.581649	7.872634	7.5956907	7.5754623
1374589_at	5.5129747	5.512645	5.4193907	5.578045	5.3774858	5.486171	5.4081936	5.3202496	5.367991	5.261198	5.268817	5.647435	5.5390873	5.486199	5.5163245	5.558612	5.256615	5.3052616	5.432416	5.2988873	5.283949	5.494505	5.347397	5.517234	5.4143605	5.2883687	5.277837	5.3062077	5.1869164
