Something	030816-MW-502_(Rat230_2).CEL	030816-MW-504_(Rat230_2).CEL	030816-MW-506_(Rat230_2).CEL	031516-MW-503_(Rat230_2).CEL	030816-MW-520_(Rat230_2).CEL	030816-MW-508_(Rat230_2).CEL	030816-MW-510_(Rat230_2).CEL	030816-MW-511_(Rat230_2).CEL	031516-MW-509_(Rat230_2).CEL	030816-MW-513_(Rat230_2).CEL	030816-MW-514_(Rat230_2).CEL	030816-MW-515_(Rat230_2).CEL	030816-MW-516_(Rat230_2).CEL	031516-MW-517_(Rat230_2).CEL	030816-MW-526_(Rat230_2).CEL	030816-MW-521_(Rat230_2).CEL	030816-MW-522_(Rat230_2).CEL	030816-MW-523_(Rat230_2).CEL	031516-MW-519_(Rat230_2).CEL	030816-MW-531_(Rat230_2).CEL	030816-MW-528_(Rat230_2).CEL	030816-MW-529_(Rat230_2).CEL	031516-MW-527_(Rat230_2)_2.CEL	031516-MW-530_(Rat230_2).CEL	030816-MW-532_(Rat230_2).CEL	030816-MW-534_(Rat230_2).CEL	031516-MW-535_(Rat230_2).CEL	031516-MW-536_(Rat230_2).CEL	030816-MW-507_(Rat230_2).CEL
1382836_at	2.7540963	2.8827574	2.7468915	2.6608093	2.6190538	2.6238148	2.6036327	2.5079467	2.7664907	2.6134293	2.688357	2.4828055	2.7210047	2.9992955	2.799668	2.6741655	2.6587055	2.5976775	2.8575234	2.4593782	2.976138	2.565179	2.6823714	2.7661917	2.9088285	2.7184632	2.6740906	2.6489143	2.8991668
1382837_at	4.793863	4.9740376	4.8979445	5.096497	4.831891	4.8812327	5.126595	4.967788	5.1130595	4.897285	5.042316	5.063996	4.935657	5.24068	4.813945	4.778279	4.9049296	4.783166	4.9474583	4.9909906	4.896205	5.037451	4.7577295	5.3206606	4.868711	5.087912	4.7753325	5.1330876	5.3196025
1382839_at	4.9950495	5.3249245	5.0844774	4.835285	5.3136806	4.89962	5.116625	5.344924	5.1433573	5.399746	5.010564	5.281127	5.025241	4.7340794	5.328582	5.2880573	5.203142	4.877616	4.787057	5.1610794	5.4707546	5.222348	5.3318796	4.7042704	5.1368027	5.4640255	4.8899293	4.8611317	5.3037367
1382840_at	2.4255004	2.434174	2.1976304	2.4793615	2.1886406	2.3601046	2.2102294	2.3814435	2.4214673	2.3264089	2.3403378	2.2561607	2.290821	2.6915917	2.2934046	2.4151182	2.1883454	2.467967	2.4665093	2.2519782	2.199223	2.2766027	2.3728762	2.190556	2.2683153	2.0928845	2.1987572	2.2491732	2.1159968
1382842_at	4.552775	4.9666953	4.601987	4.874225	4.803583	4.703818	4.637528	5.3477907	4.860106	4.636997	4.822949	4.779115	4.722593	4.338112	4.8994884	4.9808884	4.568828	4.78634	4.770613	4.811899	4.9164815	5.2078557	4.996907	4.470992	4.7708173	4.9296274	4.922782	5.037833	5.186318
1382843_at	6.9959517	7.037194	6.919669	6.6245837	7.361718	6.7513556	6.909426	6.954304	6.825897	6.8455987	6.9528756	7.1917815	6.9688854	6.7008643	7.4482737	7.179921	7.046544	7.180973	7.3531985	7.493783	7.4256372	7.2686195	7.6259513	7.122669	7.297466	7.3773875	7.6505456	7.3811693	6.9492664
1382844_at	3.7537456	3.77586	3.8605695	3.5193505	4.055891	3.915575	4.0731387	3.6481442	3.913422	3.7983384	3.723201	3.9112997	3.949194	3.6555133	3.7073994	3.7912652	3.6786594	4.1544347	3.7685938	3.7465453	3.9246051	3.9427488	4.0340786	3.720889	4.0955677	3.8971114	3.913516	3.9938648	3.5320568
1382845_at	3.1910534	3.1842494	3.5631585	3.2528017	3.2768748	3.1291184	3.2163324	3.231308	3.4109564	3.1223092	3.3280413	3.305855	3.3069897	3.1770449	3.2068043	3.2540064	3.2678854	3.0871074	3.5859396	3.3686774	3.0257854	3.3342159	3.2266994	3.4855814	3.2261882	3.4274368	3.4481907	3.4121795	3.1977243
1382846_at	6.578815	6.382807	6.509739	6.53505	6.4325786	6.257989	6.457365	6.639506	6.317219	6.4603143	6.564585	6.590256	6.492318	6.0476937	6.647305	6.5689964	6.5024734	6.6293807	6.4473524	6.4908156	6.4071984	6.6110687	6.238528	6.2782526	6.5108337	6.4475718	6.380454	6.543673	6.5270734
1382847_at	5.0278683	4.4726315	4.330486	4.6646852	4.5945864	4.616377	4.383705	4.9252415	5.1784267	4.8832054	4.545479	4.619195	4.4566107	4.563498	4.5995083	4.269921	4.3947835	4.6943865	4.5659857	4.450016	4.6379623	5.10773	4.397723	4.6517324	4.616923	5.161276	5.1614847	4.7775764	4.363553
1382848_at	7.6815405	9.170235	8.575096	7.788661	9.032706	7.320574	7.8341002	9.102049	8.670818	8.124637	8.575964	8.878124	7.6648045	8.284959	8.68926	8.673465	8.143079	8.101026	7.8554287	7.55459	8.123001	7.5865164	8.416409	7.276288	8.565959	7.3422494	7.5436316	8.789318	7.7909803
1382850_at	4.8229856	4.648838	4.601987	4.7909837	4.5409865	4.345935	4.6588883	4.814055	4.7993565	4.763154	4.595406	4.764869	4.464956	4.9607687	4.706343	4.5791154	4.574034	4.744405	4.7617373	4.5497437	4.630815	4.785836	4.902947	4.9845533	4.714908	4.8959594	4.858716	4.7607303	4.4358473
1382851_at	5.3990297	5.822892	5.71212	5.4666944	5.8980193	5.435561	5.457909	5.7831306	5.566935	5.346705	5.3098106	5.537637	5.187492	5.6096854	5.4376836	5.6148815	5.630084	5.4739194	5.4300404	5.1665335	5.4713883	5.6534767	5.518284	5.649847	5.9454155	5.424305	5.4515357	5.508407	5.4363666
1382852_at	2.7778625	2.8519816	2.7737463	3.05948	2.6096458	2.7023335	2.5768747	2.5562644	2.5482047	2.6048417	2.550309	2.664394	2.8272777	2.8564844	2.606234	2.7745376	2.770507	2.9321532	2.679509	2.544012	2.7659302	2.6837964	2.891857	2.892411	2.7578292	2.8224306	2.6849284	2.9612727	2.6650605
1382853_at	6.137446	6.2821856	5.9440794	6.144271	6.3867965	6.464444	6.301349	6.537224	6.084892	6.9904747	6.353998	6.6761312	5.9626837	5.9541616	6.6864057	6.463657	6.09868	6.6718764	6.4768434	6.402658	6.783452	6.8153424	6.551173	6.0655036	6.806195	6.814687	6.9085917	6.3180113	6.4531493
1382854_at	4.8174047	4.889581	4.4897137	4.703087	4.987525	4.597084	5.2287107	5.1089935	4.8894787	4.970315	4.9032254	5.01298	4.711369	4.552614	5.3531313	4.923937	4.4604845	5.035866	4.6119823	4.693657	4.6807737	5.0686264	4.512653	5.067388	4.746517	4.8200836	4.7075768	4.812545	5.110235
1382855_at	3.9763236	4.1462173	4.0403576	4.712809	3.9017727	4.039791	3.8556726	4.1372967	4.127039	3.9341266	4.0682416	3.9045777	4.014967	4.1567993	3.9096808	3.8216436	4.016619	4.0865545	3.972168	3.926048	3.9251304	3.8193374	3.805148	4.127077	4.088441	4.0969334	3.8555622	4.225352	4.0229435
1382856_at	7.254969	6.74684	7.166446	6.8458986	7.066752	7.2472444	7.1875477	6.9953756	6.9125876	7.006691	7.127291	6.984355	7.172473	6.7104526	7.2317653	7.2045016	7.129659	7.0729613	7.035015	6.9883504	7.0676217	6.9920287	7.324968	6.884011	7.074927	7.194206	7.0671296	6.8377233	7.1346197
1382857_at	8.3923	8.15474	8.221306	8.192485	8.149105	8.489649	8.041325	8.247624	8.161848	8.318549	8.346209	8.326431	8.132614	7.94569	8.301587	8.500855	8.423327	8.1583	8.129593	8.192045	8.357654	8.056963	8.410489	8.12255	8.411793	8.174581	8.243053	8.151903	8.3492985
1382858_at	6.7591343	6.599264	6.7722626	6.6280646	6.6187596	6.771455	6.728229	6.706437	6.4398766	6.7204304	6.7146573	6.75355	6.6187105	6.5932865	6.771071	6.738862	6.6349173	6.7209377	6.6777573	6.6251183	6.587124	6.8601384	6.8238783	6.250696	6.771951	6.676358	6.8037004	6.394736	6.8179245
1382859_at	3.666439	3.182907	3.5829754	3.1263595	3.3736298	3.1550493	3.3491096	3.5467477	3.4547613	3.2441301	3.2563057	3.445023	3.213779	3.4100387	3.4625566	3.38157	3.3388522	3.0245757	3.5162072	2.949459	3.5443945	3.322597	3.4134786	3.3040695	3.4434578	3.4734128	3.206208	3.2593205	3.2706497
1382860_at	3.2863383	3.1692176	3.3522007	3.5822303	3.261367	3.1430411	3.1146238	3.3253093	3.407669	3.2503393	3.2174835	3.487872	3.4541047	3.6552515	3.3419428	3.1920347	3.1070797	3.3649812	3.4438577	3.262272	3.3294747	3.2161527	3.053632	3.6333842	3.3753457	3.0727816	3.1418977	3.2777019	2.9732547
1382861_at	9.227768	9.318634	9.242754	9.090006	9.198375	9.135681	9.276983	9.213293	9.048145	8.956587	9.34284	9.206554	9.39077	9.161663	9.270962	9.172163	9.200033	9.220966	9.153727	9.243444	9.292025	9.200807	9.234194	9.057804	9.274979	9.278549	9.203501	9.223393	9.199049
1382862_at	5.318272	5.314049	4.8642035	5.3213334	5.1358256	5.523824	5.374173	5.432816	4.867242	5.553173	5.3496113	5.4635043	5.683397	5.4081426	5.598095	5.2125506	5.460386	5.84111	5.4524584	5.2687216	5.543112	5.180859	5.7177978	5.3149934	5.3225703	5.299473	5.419103	5.1414595	5.127049
1382863_at	2.6448464	2.3306713	2.8513324	2.8789034	2.5780828	2.622074	2.6656594	2.6945634	2.855769	2.6786647	3.197618	2.61616	2.6028268	3.1265688	2.8675587	2.6606338	2.9803696	2.7858007	2.9500992	2.8972788	2.7403092	2.6014364	2.6146908	2.8594732	2.996926	2.8377244	2.7260766	2.8557465	2.5279944
1382865_at	3.034215	3.0493917	3.069102	2.9997528	3.0239296	3.4151793	3.2256014	3.0096107	3.202653	3.2951264	3.3104823	3.0917246	3.2089276	3.1078506	3.3057013	2.8888693	3.2339811	3.0830219	3.1352243	3.0458364	2.9683518	3.217761	3.3317683	3.2996616	3.3570666	3.501697	3.1561713	3.2925484	2.8805614
1382866_at	6.501396	6.398187	6.1140656	6.256265	6.4659786	6.7312117	6.4393873	6.5148053	6.117487	6.5442944	6.6435823	6.5230184	6.6578183	6.424443	6.375093	6.49996	6.4644356	6.4160686	6.5129776	6.4075556	6.536752	6.532586	6.5155563	6.2158046	6.4889097	6.597043	6.322682	6.3689914	6.48307
1382867_at	2.2147105	2.4754033	2.558891	2.5688956	2.3973284	2.5265534	2.6439571	2.4492965	2.5549936	2.5633159	2.5935385	2.5812867	2.289915	2.6339002	2.374345	2.4930089	2.3206012	2.4731271	2.3848143	2.4279215	2.3853538	2.317629	2.485818	2.477954	2.392614	2.3587692	2.4897287	2.26739	2.3973758
1382868_at	5.155359	4.757193	5.230291	5.1867204	5.1688094	4.9680777	4.539422	5.146794	4.856441	4.8839602	5.211759	4.774777	4.813799	4.9577866	4.887797	5.1034765	4.7946234	5.1837463	4.729746	5.2362146	4.8883786	5.3607936	5.2550077	4.8370037	4.966562	5.3436995	5.0441027	5.08212	5.046319
1382869_at	5.3565354	5.3812404	5.303508	5.295382	5.551184	5.4279985	5.4943833	5.4037676	5.471008	5.4190903	5.38129	5.516099	5.481123	5.407876	5.498534	5.456899	5.516759	5.4605813	5.363955	5.4054823	5.2238955	5.49578	5.3288875	5.5305147	5.490529	5.4635677	5.242417	5.5706625	5.17619
1382870_at	2.7613683	2.9115798	2.5913444	2.9344254	2.7792096	2.8959093	2.9479856	2.8539557	2.7247138	2.8033328	2.6967564	2.6749072	2.8872433	3.014192	2.7781744	2.5951743	2.806655	2.8134627	2.8735638	2.8623433	2.8045797	2.9377818	2.9075632	2.7079406	2.888474	2.757318	2.811037	2.808889	2.9901938
1382871_at	3.5009675	3.5255494	3.3316035	3.838963	3.6045327	3.299995	3.5084362	3.275909	3.585958	3.2991295	3.5749924	3.6273675	3.4420717	3.3823247	3.4034882	3.4695253	3.3261857	3.5777717	3.588955	3.5421367	3.5791	3.1816092	3.1083364	3.5514693	3.3748207	3.3354113	3.350627	3.6569824	3.248218
1382872_at	3.409553	3.5586257	3.6970217	3.6932056	3.6227973	3.2887237	3.7600884	3.4282732	3.716186	3.6431634	3.744399	3.371848	3.7245433	3.9239492	4.1069794	3.4312482	3.3427517	4.1411467	3.6620107	3.598528	3.5063922	3.3732994	3.6141214	3.9358892	3.6133306	3.7028873	3.933513	3.593173	3.1254554
1382873_at	4.344366	4.0557976	4.1846027	4.3868246	4.241727	4.597455	4.312787	4.2681694	4.38171	4.299102	4.326366	3.9361353	4.402359	4.136721	4.2899704	3.9514575	4.2946033	4.324333	4.433911	4.2480726	4.5385633	4.0423307	3.9676902	4.323614	4.258309	4.03668	4.1242747	4.532799	4.3211985
1382874_at	5.557657	5.5157266	5.8536863	5.346188	5.541432	5.487808	5.628276	5.716009	5.535291	5.5450606	5.879533	5.290134	5.3338	5.229843	5.563498	5.8159013	5.6539254	5.725076	5.3766227	5.737373	5.632604	5.598885	5.8153954	5.2713876	5.3676124	5.604619	5.4434724	5.4789863	5.643261
1382875_at	5.820834	5.769865	5.8823547	5.724082	5.811311	5.8410273	5.93916	5.9518523	5.7042418	5.729143	5.635212	5.823683	5.832951	5.7247915	5.738265	5.8316817	6.06034	5.8271394	5.9147854	5.560752	5.9530025	5.750531	5.8818045	5.5721865	5.6178684	5.7049665	5.735029	5.5715895	5.9286747
1382877_at	5.1410027	5.049139	5.3374014	5.024205	5.106906	5.2021914	5.149044	5.3610153	5.177211	4.992054	5.3086066	5.035283	4.9056177	5.1126947	5.2823806	5.0664034	5.4346533	5.1139154	5.119787	5.3027635	5.250475	4.896406	5.1900625	5.343744	5.270924	5.1620626	5.2428627	5.2450476	5.293105
1382878_at	3.0878913	3.2546303	3.0993402	3.1497192	3.203192	3.1762176	3.196294	3.0334244	3.3585672	3.2867591	3.1055217	3.0497088	3.1504683	3.2517974	3.0191877	3.2310638	3.1750116	3.1817744	3.340221	3.2577975	3.171924	2.8608835	3.1653786	3.5367534	3.2111151	3.1713858	3.4000113	3.111826	3.1511555
1382880_at	4.9525046	4.8792763	4.973322	4.8658633	5.081141	5.1067977	5.1223397	5.081283	4.8753676	4.7728033	4.9203525	5.1608663	5.0376916	5.217451	4.974765	5.017626	5.029113	5.133413	5.2135005	4.865415	4.7664533	5.1086884	5.2671795	5.171126	4.95232	4.7181845	4.7045956	5.3025045	4.8726034
1382881_at	4.159711	4.3570147	4.2008038	4.568557	4.3846626	4.2114277	4.4450636	4.3541613	4.578371	4.3693957	4.3972454	4.3353605	4.5145197	4.591817	4.615714	4.373048	4.231019	4.1188345	4.663954	4.273821	4.350566	4.2671337	4.155881	4.5490665	4.417324	4.210511	4.3274617	4.4666557	4.356698
1382882_x_at	2.893445	2.7870502	2.8878841	2.8035522	2.7291312	2.9015217	3.323903	2.8858757	2.6667385	3.1540573	2.8321152	2.8781152	2.7006283	2.5446968	3.189656	2.976313	3.0481932	2.9769056	2.993158	2.610983	3.5123887	2.838739	2.7629557	2.589599	2.8004022	2.822773	2.5919743	2.5069785	2.6432505
1382883_at	3.4713356	3.3370998	3.6178281	3.4756384	3.3964105	3.669657	3.1585495	3.5422614	3.6311255	3.4348383	3.4585147	3.5202177	3.4411983	4.137673	3.2334502	3.2476733	3.4721074	3.5320063	3.2246227	3.4466302	3.59331	3.516957	3.350879	3.6788316	3.4535654	3.643456	3.590355	3.7652884	3.5602045
1382884_at	5.1007376	4.9232287	5.16351	5.0290866	4.896276	5.3029313	5.433051	4.913766	4.871731	5.4070234	4.670233	5.0955315	4.9524417	4.376823	5.3416076	5.4261975	5.3184123	5.0382247	4.935097	4.8545704	5.226442	5.048547	4.969638	4.7341385	4.7892046	5.2077484	5.1886415	4.5433364	5.270867
1382885_at	4.6711664	4.8681097	5.008688	4.80005	4.811984	4.7496347	4.6463394	4.6119194	4.8605475	4.7431326	4.8372536	4.7814217	4.762862	5.008194	4.7551737	4.868404	4.883402	4.8928566	5.071657	4.7570076	4.8253517	4.7207413	4.430334	4.6860714	4.860917	4.6920643	4.640579	4.739908	4.828144
1382886_at	6.158133	5.9394417	6.3100615	6.084087	6.0177784	6.1877327	6.2800374	6.206935	6.3346395	5.949544	6.231752	5.731325	6.059158	5.9707975	5.498534	6.2545185	6.203492	5.9298873	6.015561	5.9817924	6.021658	6.153264	6.3295965	6.2105784	6.1731706	6.1941767	5.986509	5.83739	6.076029
1382887_at	3.3489442	3.514053	3.5090008	3.6681874	3.6776183	3.1794653	3.5322928	3.3229718	3.3757777	3.370802	3.1916225	3.314921	3.4755468	3.5650094	3.4410565	3.3589628	3.4414568	3.5241914	3.5168877	3.6077037	3.308619	3.4917855	3.3309324	3.318381	3.507701	3.5756776	3.3955865	3.3892336	3.182907
1382888_at	3.3658895	3.2569304	3.3710957	3.292159	3.3512604	3.5387511	3.2718942	3.2409787	3.4332893	3.389143	3.347807	3.1891875	3.0047557	3.7482395	3.1944566	3.3182929	3.196457	3.190887	3.3645406	3.3388107	3.362852	3.3389206	3.4835725	3.3312385	3.122881	3.468332	3.5047808	3.503745	3.4024982
1382889_s_at	3.7851698	3.5147476	3.4935455	3.7011364	3.2236764	3.6217582	3.1849685	3.4563866	3.7045867	3.3550751	3.3728092	3.3690658	3.3283036	3.950452	3.1118562	3.1153705	3.6767547	3.4528553	3.2206967	3.00848	3.488391	3.5077517	3.1351426	3.5046346	3.2099392	3.3445742	3.6663241	3.5869105	3.3762357
1382890_at	2.701671	2.8669162	2.629	2.9826813	2.7953532	2.8669355	2.8389487	2.6663928	2.9178019	2.646217	2.855332	2.9056895	2.7289839	2.8532104	2.6698585	2.6578407	2.7789946	2.9044378	2.8294494	2.8442276	2.748013	2.6769676	2.6257894	2.979702	2.6784184	2.7448473	2.7434645	2.6732242	2.7408156
1382891_at	3.8639119	4.2190704	3.3627534	3.8131766	4.2379856	3.5481718	3.9771888	4.1165833	3.7775931	3.9527974	4.1469507	4.420357	3.851517	3.5269594	4.6255617	4.1445246	3.8087559	3.9941525	3.744954	4.0263505	4.1734877	4.2904034	4.2730327	3.5724216	4.2058334	3.982288	4.2453046	4.437275	3.8379486
1382893_at	3.381175	3.4604259	3.4331322	3.2571864	3.376562	3.578566	3.430542	3.6446443	3.5725093	3.507693	3.5622258	3.404887	3.2264564	3.3549385	3.3905072	3.6212413	3.5365996	3.5328393	3.4525795	3.415799	3.311646	3.3641045	3.0419912	3.748953	3.2667832	3.4839997	3.4758916	3.7529073	3.3534431
1382894_at	5.5485706	5.155227	5.2267056	5.467891	5.2005835	5.3128977	5.265574	5.3094664	5.3038177	5.6136084	5.4457064	5.1777024	5.4677796	5.3630514	5.15525	5.263879	5.1696515	5.4878254	5.292912	5.391828	5.1626215	5.3284793	5.3053365	5.2524347	5.156649	5.4356666	5.352497	5.325238	5.258159
1382895_at	4.2878666	4.428381	4.3956146	4.1900597	4.353686	4.3851404	4.409848	4.5538874	4.5391016	4.381933	4.372855	4.3716497	3.9655735	4.7767687	4.5574493	4.370487	4.3707256	4.574361	4.603359	4.1857395	4.3513646	4.2767897	4.180106	4.4886827	4.471011	4.3125563	4.5017014	4.6312447	4.664201
1382896_at	3.154477	3.3375046	3.093659	3.1232634	3.1244833	3.1290803	3.015633	3.031637	3.1069982	3.0290565	3.4235024	3.2043848	3.1601388	3.3018656	2.9786835	3.087453	3.2624927	3.0914364	3.203362	3.1079817	3.278759	3.0224643	3.4309127	3.1902266	3.1325262	3.1742835	3.2880926	3.3286364	3.2867308
1382897_at	3.0726354	2.732759	2.7755027	2.948289	2.753642	2.7859173	2.7939205	3.001176	2.757166	2.7667532	2.8109517	3.1283922	2.8560133	2.5795946	2.684731	2.748608	2.7733893	2.7443333	2.9964552	2.8515582	2.981389	2.9801917	2.7987103	2.610032	2.775322	2.7392454	2.8285275	2.7343574	2.9621122
1382898_at	2.5597322	2.5214875	2.5695376	2.681019	2.6508355	2.3518867	2.6721146	2.5867999	2.6553478	2.5574546	2.8453553	2.3587098	2.9831784	2.6832452	2.5376253	2.5510762	2.8404348	2.5236807	2.5973454	2.7666984	2.5341482	2.467158	2.469784	2.6574712	2.723839	2.6786013	2.6399724	2.8054252	2.5241601
1382899_at	5.0778294	4.8567677	4.906766	5.075497	5.0412745	4.745195	4.561739	4.9871907	5.0437584	5.15404	4.899987	4.9854307	4.744075	5.354561	4.950372	4.88507	5.055259	4.9794135	5.1528406	5.514223	5.2040415	4.914789	4.9027767	5.3005624	4.862484	4.853616	4.9008865	4.9211717	5.270053
1382901_at	5.0290766	4.7986927	4.741587	5.1020193	4.8095155	4.794909	4.751082	4.765316	5.2577963	5.028767	5.0911527	4.653044	4.697142	5.3117013	4.9343586	4.7152495	4.9479303	4.7631044	5.2097635	4.805209	4.6929965	4.6774	4.684731	5.13266	4.83199	4.891026	4.5978074	4.9824123	4.9319835
1382902_at	4.6156654	5.0359592	4.8575516	4.598675	4.786499	4.872902	5.158455	4.8969803	5.1287756	5.169294	5.1334667	4.6414485	4.503444	4.555769	5.223327	4.954959	5.0157614	4.782789	4.8241615	5.717098	5.103092	5.233425	4.914709	4.6674757	4.898654	4.9053097	4.804409	4.9276114	4.9661274
1382903_at	6.4856853	6.377341	6.5127153	6.2820954	6.314267	6.593405	6.568824	6.6048965	6.2614565	6.771221	6.557985	6.4981375	6.653803	5.866541	6.573428	6.3974533	6.4580226	6.4270163	6.532392	6.627272	6.518988	6.5362673	6.3934517	6.516686	6.3959103	6.658069	6.4273148	6.3978963	6.381803
1382904_at	5.6639895	5.4819655	5.5625486	5.2841706	5.7210197	5.6763783	5.8228	5.7234783	5.0392303	5.0162888	5.555775	5.8068113	5.608447	5.2496996	5.2900167	5.6950564	5.537291	5.313492	5.8102627	5.4611716	5.607123	5.3363647	5.965162	5.4975963	5.6652756	5.463634	5.522777	5.552862	5.8611603
1382905_at	4.55013	4.4782114	4.786106	4.45725	4.305808	4.719557	4.643381	4.516288	4.668643	4.5714846	4.8810444	4.52967	4.6485653	4.4053836	4.390439	4.3940735	4.6678314	4.5712156	4.541311	4.600243	4.6018343	4.5168724	4.202901	4.722432	4.6061306	4.5851793	4.6280737	4.5425806	4.40442
1382906_at	2.4827583	2.538344	2.6105642	2.6983244	2.5900068	2.6620884	2.5343795	2.5347838	2.511939	2.5433354	2.3306193	2.3387284	2.5192227	2.6912937	2.424831	2.5415423	2.2948418	2.5790544	2.6464252	2.28585	2.3271964	2.502625	2.5465374	2.612423	2.3928323	2.3354793	2.7150068	2.6176248	2.6419992
1382907_at	5.918896	6.1406703	6.0333295	6.199695	6.052	6.1566076	6.124813	6.2625055	6.079951	6.1732717	6.0185356	6.124138	6.0217133	5.7259054	5.9806094	6.028231	6.1137686	6.405155	6.155797	5.9677806	6.1252775	5.889265	6.333161	5.9817705	5.898344	5.6202035	6.0504045	6.030333	5.972291
1382908_at	3.9703922	4.0120134	4.048175	4.0431843	3.841485	4.076562	3.9043567	3.9108682	4.1179028	4.0951757	3.8831878	3.7182457	4.231869	4.095075	3.8616176	3.9774845	4.287246	4.0333004	3.995398	4.0657797	4.0265474	4.3381023	3.833734	4.2554674	4.255039	4.1333537	3.9143572	4.1386614	4.095977
1382909_at	6.6130075	6.667721	6.7006454	6.4494205	6.6644535	6.5498533	6.6609244	6.669954	6.48353	6.562613	6.6889014	6.7170706	6.661052	6.464774	6.6648884	6.6429253	6.6160145	6.6080537	6.661923	6.6913247	6.6205106	6.73683	6.794113	6.4627037	6.6198053	6.6548123	6.592839	6.607199	6.689475
1382910_at	2.9891229	2.7695627	2.6952004	2.9464395	2.79061	2.8747025	2.918377	2.6997652	2.8785112	2.6413352	2.8484423	2.990558	3.1490698	2.987308	2.9520152	2.8395357	2.7697008	2.8458483	3.0326567	2.756955	2.8403728	2.7987401	2.684749	2.9605727	2.7856655	2.9055417	2.8062947	2.893359	2.9850647
1382911_at	5.1878633	5.4667473	5.020063	5.2724943	5.130479	5.079921	5.0940714	5.0263443	4.910207	5.128989	5.088873	5.0593233	5.058342	5.5358076	5.2117596	5.125528	5.1817417	4.954818	5.0342674	4.9141245	5.041462	4.978413	5.0692787	5.0971317	5.269066	5.056157	4.951337	4.9196644	5.263342
1382912_at	3.8243494	3.9007666	4.3650503	3.7125127	3.9314501	3.9424422	3.7852323	3.712686	4.204941	3.8043923	3.8730552	3.9428391	4.00336	4.1381683	3.778756	3.8755906	3.5392723	3.8536458	4.0381002	3.8964324	3.8466272	3.9292786	3.6906555	4.2195005	3.7719014	3.8106167	3.4534998	3.8968995	3.8377986
1382913_at	3.1492438	3.5998814	3.5416632	3.2560499	3.478514	3.4741898	3.9190092	4.067525	3.4679525	3.8107896	3.8469503	3.8431494	3.0897336	3.015072	3.9622767	3.5779204	3.7638204	3.5429318	3.479344	3.560007	3.939217	3.719503	3.834483	3.6570039	3.3774633	3.583306	3.7931988	3.5625393	3.5307224
1382914_at	2.7113643	2.7135723	2.8620198	2.85149	2.8219483	2.7048879	2.6856546	2.6259024	2.8407567	2.7501366	2.5988135	2.6449964	2.695391	2.8927202	2.603423	2.8624809	2.6126082	2.694821	2.6315725	2.7787035	2.6245494	2.6212268	2.7017663	2.9559617	2.878614	2.5767915	2.6962054	2.625405	2.8104901
1382916_at	4.515993	4.5567374	4.170231	4.8164573	4.705528	4.4380865	4.7717543	4.628347	5.067006	4.660873	4.514995	4.440352	4.350165	4.4205523	4.363378	4.5637007	4.550578	4.666024	4.707578	4.6027484	4.517627	4.675097	4.4954963	4.830067	4.674937	4.7857704	4.581022	4.9345045	4.152512
1382917_at	5.184272	5.1455193	4.735386	4.8555803	5.158137	5.2163386	5.3209496	5.180509	5.211311	5.470886	4.6532774	4.7176113	4.943558	5.0352216	5.2108374	5.237891	4.9238663	5.5128202	5.168508	4.7946115	5.014085	5.029835	4.9935665	5.1390257	5.1252255	5.1871653	4.9191704	5.0885515	4.7677746
1382918_at	3.3042858	3.435458	3.2656486	3.3748617	3.038265	3.0740569	3.347886	3.3771262	3.1619124	2.9687881	3.1193576	3.4060273	3.3058236	3.4837015	3.2373643	3.1373546	3.2986784	3.3406556	3.4527628	3.1833792	3.1103349	3.2558587	3.0285387	3.2182422	3.1881506	3.301328	2.974505	3.3997138	3.1774056
1382919_at	6.820238	7.0770845	6.5655203	6.483781	6.7971787	6.9083066	6.872215	6.8262124	6.648202	6.4486537	6.8168597	6.8865533	7.0050116	6.581353	6.802387	6.6676526	6.925222	6.895336	6.7880673	6.872149	6.9326806	6.7877045	7.1422496	6.682595	6.723293	6.8623924	6.8934717	6.600519	7.0565963
1382921_at	5.434387	5.435282	5.4673495	5.453255	5.508085	5.7919188	5.5108185	5.5504684	5.346911	5.550893	5.68761	5.6075406	5.67427	5.4846087	5.3334494	5.7010875	5.696499	5.422813	5.908921	5.7157283	5.403931	5.79458	5.74112	5.6776547	5.547792	5.446545	5.283418	5.1303716	5.4505424
1382922_at	4.2692084	4.556785	4.6858554	4.525636	4.6537566	4.7952757	4.534581	4.2440696	4.627952	4.6985917	4.626101	4.620689	4.401508	4.870733	4.5864496	4.539612	4.5188804	4.659713	4.7660375	4.691818	4.6635528	4.579649	4.458311	4.7567787	4.7268157	4.79932	4.6071844	4.7527685	4.321905
1382923_at	8.214604	7.995128	7.925268	7.888813	8.071434	8.11988	7.881093	8.087553	7.958578	8.018947	7.940847	7.8891234	8.021446	7.6094227	8.121473	8.111145	8.096757	7.9693856	8.132668	7.975508	8.12714	7.9982295	8.198171	8.11618	8.12855	8.077512	8.0387	7.852044	8.082849
1382924_at	10.420152	10.057574	10.105833	10.056752	10.100407	10.352988	10.268378	10.277337	10.026246	10.355641	9.951909	10.082776	9.95349	9.595612	10.224675	10.31246	10.1357	10.055138	10.151771	10.101543	10.112302	9.988496	10.077817	10.277696	10.12103	10.071694	10.090946	9.879167	10.156326
