Something	702-030916-MW_(Rat230_2).CEL	703-030916-MW_(Rat230_2).CEL	705-030916-MW_(Rat230_2).CEL	706-030916-MW_(Rat230_2).CEL	707-030916-MW_(Rat230_2).CEL	708-030916-MW_(Rat230_2).CEL	710-030916-MW_(Rat230_2).CEL	712-030916-MW_(Rat230_2).CEL	713-030916-MW_(Rat230_2).CEL	714-030916-MW_(Rat230_2).CEL	715-030916-MW_(Rat230_2).CEL	717-030916-MW_(Rat230_2).CEL	719-030916-MW_(Rat230_2).CEL	720-030916-MW_(Rat230_2).CEL	721-030916-MW_(Rat230_2).CEL	724-030916-MW_(Rat230_2).CEL	726-030916-MW_(Rat230_2).CEL	727-030916-MW_(Rat230_2).CEL	728-030916-MW_(Rat230_2).CEL	729-030916-MW_(Rat230_2).CEL	730-030916-MW_(Rat230_2).CEL	732-030916-MW_(Rat230_2).CEL	733-030916-MW_(Rat230_2).CEL	734-030916-MW_(Rat230_2).CEL	735-030916-MW_(Rat230_2).CEL	736-030916-MW_(Rat230_2).CEL
1395063_at	3.9461732	3.4582427	3.8545144	3.6202075	3.571156	3.631611	3.85691	3.767196	3.9083164	3.8694105	3.7569091	3.838855	3.712783	3.944746	3.7385275	3.6479986	3.811769	3.5888133	3.6019323	3.4671075	3.701155	3.834746	3.9265468	3.8935344	3.7963822	3.93821
1395064_at	3.8452063	3.9781668	3.7388499	3.3958225	3.4321861	3.6278472	3.707321	3.6635344	3.8754976	3.8216782	4.0173197	3.85261	3.7021198	3.5421116	3.6361341	3.6945395	3.4669366	3.3889215	3.5817823	3.775424	4.0700455	3.921273	3.682586	3.5285432	3.6684484	3.928665
1395065_at	6.564433	6.7627397	6.650444	6.652876	6.7074456	6.5787816	6.3059707	6.693909	6.6144776	6.4228044	6.664236	6.58439	6.5177984	6.730619	6.7161913	6.5296555	6.606048	6.552488	6.7307053	6.638225	6.579473	6.5522895	6.614248	6.709897	6.372155	6.62519
1395066_at	3.7574399	3.7401974	3.9768116	3.8953729	3.735996	3.7414553	3.9217768	3.8154867	3.9313738	4.0169373	3.6959155	4.1649055	3.9193225	3.7058876	3.7197192	3.709251	3.7867057	3.52013	3.6872475	3.7207992	3.5317156	3.7425935	3.7522666	3.6084044	3.7210937	3.856135
1395067_at	3.6144102	3.676603	3.593965	3.523266	3.7479606	3.6981165	3.5737262	3.613448	3.630466	3.8399138	3.5468361	3.7122257	3.555691	3.6676838	3.8210547	3.512184	3.4511204	3.7635386	3.5713775	3.5476675	3.507846	3.6279404	3.419709	3.7607265	3.6718395	3.3957067
1395068_at	4.5877905	4.2181273	4.619692	4.7109804	4.4672337	4.468511	4.8350296	4.3741283	4.8458033	4.525934	4.4875097	4.5604844	4.5096374	4.7000074	4.676326	4.375814	4.5388584	4.2718887	4.44708	4.7735686	4.4692254	4.49935	4.7739425	4.6488185	4.647016	4.412101
1395069_at	3.1300259	3.2789476	3.343016	3.2637236	3.0934052	3.0577302	3.0873857	3.2128694	3.1511242	3.2706227	3.5903878	2.9514472	3.22834	3.1765175	3.137411	3.0009143	3.11337	3.0946243	3.1775432	3.3793628	2.9632006	3.2086208	3.3248081	2.9862652	3.2627344	3.0667882
1395070_at	3.103271	2.9514503	2.743557	2.8002124	2.9350023	2.8121662	3.1123865	2.8824804	2.9015276	3.163678	2.9743705	2.8335762	2.9482796	3.104123	3.1699839	3.101849	2.9477668	3.046245	2.9988976	2.900426	2.8322537	2.8801363	2.8854373	2.8858304	2.9884038	2.9176104
1395071_at	3.933798	4.1701183	4.022397	3.670613	4.0212393	3.8659525	3.516506	3.873103	3.80729	3.6319392	4.169177	3.8957465	4.2058716	3.8935435	3.9782786	3.7386272	3.838971	4.1697655	4.2469826	3.6938992	4.0614233	4.192627	4.180629	3.756084	4.17083	3.8927069
1395072_at	3.5726275	3.511092	3.6476107	3.6725547	3.491646	3.7453752	3.727126	3.6945	3.7056975	3.7825646	3.578556	3.30957	3.702032	3.8786387	3.2799149	3.5582678	3.6371186	3.5828004	3.6276965	3.57286	3.4657917	3.7876813	3.782087	3.4538536	3.5930405	3.4350638
1395073_at	3.8077486	4.018176	3.6963582	3.9212925	3.7484307	3.6567206	3.642397	3.6610053	3.5779676	3.726851	3.41953	3.621803	3.704673	3.9282794	3.6472478	3.5334325	3.6768856	3.7937446	3.7010329	3.7086303	3.484943	3.5706048	3.7999744	3.7512853	3.704934	3.7913046
1395074_at	3.1156092	2.9094043	3.0098054	3.085362	3.2587392	3.1780362	3.035647	3.0296874	3.1043253	3.1264372	3.1045763	3.057547	3.166152	2.9999814	3.3828096	3.1521523	2.8968573	2.9254618	3.0004756	3.0119352	3.2062356	2.9555488	3.0856318	2.8535404	3.0788171	3.16187
1395075_at	3.3022914	3.2015808	3.3716087	3.368332	3.0924535	3.2492418	3.4246204	3.6543038	3.435048	3.2534528	3.3403459	3.3297646	3.3446188	3.3566775	3.532956	3.6222405	3.3202806	3.1807282	3.1284442	3.2921934	3.3510823	3.0555477	3.3514724	3.2931983	3.1906176	3.4448953
1395076_at	2.7072976	2.7100313	2.5473022	2.7347975	2.7706473	2.7711542	2.5938387	2.5837257	2.586481	2.7667572	2.5751595	2.7495484	2.6264653	2.6763415	2.7708364	2.6369874	2.5252647	2.823693	2.7480621	2.7019796	2.6974988	3.139171	2.7933867	2.6457517	2.9818876	2.6757555
1395077_at	3.7750208	3.648159	3.6442633	3.892787	3.4204311	3.4261317	3.6639807	3.521747	3.8224337	3.663318	3.1467195	3.3688202	3.3842058	3.799108	3.3601599	3.7261212	3.6957223	3.6224833	3.4219522	3.7469823	3.5528316	3.7790115	3.7171574	3.4678273	3.6062903	3.697716
1395078_at	4.5943227	4.4684176	4.3056912	4.4718814	4.310245	4.285823	4.367605	4.235271	4.246147	4.322452	4.305878	4.494629	4.4279714	4.227485	4.275383	4.66177	4.221701	4.270797	4.262505	4.396398	4.4384117	4.3444486	4.4111753	4.391822	4.494692	4.480985
1395079_at	6.428159	6.5020876	6.2502174	6.3845897	6.3582296	6.297751	6.258337	6.4349675	6.4603915	6.362158	6.6552606	6.22173	6.0918946	6.437132	6.2993016	6.356637	6.243384	6.35043	6.3574247	6.126686	6.8130007	6.0658145	6.4153676	6.3644695	6.1064215	6.6933556
1395080_at	3.0182402	3.1553977	3.2778373	3.2821784	3.2081323	3.3656206	3.0747874	3.2342896	3.2129383	3.3320901	3.1753411	3.4312901	3.2657895	3.1644208	3.204086	3.1720622	3.527454	3.438293	3.3228433	3.725148	3.0785587	3.4690902	3.2664602	3.4855344	3.240622	3.1543357
1395081_at	3.403199	3.6251283	3.9636605	3.630036	3.7832756	3.703118	3.9693918	3.6216962	3.7467191	3.2537923	4.0257154	3.8037734	3.6101317	3.6272502	3.810576	3.8519397	3.7281332	3.7176197	3.643989	3.242144	3.842567	3.726519	3.6071224	3.5543895	3.5971441	3.4846141
1395082_at	4.7042933	4.948347	4.913824	4.8766127	4.810671	5.058918	4.775571	4.7916765	4.6679087	4.7618895	5.0873337	5.0493984	4.751236	4.926133	4.6163282	4.8508573	4.9763145	4.8101187	5.035066	4.8289413	5.194813	4.7656775	4.8874235	4.87582	4.8346195	5.1175213
1395083_at	2.6022606	2.4660273	2.4621687	2.3973818	2.3337207	2.3456798	2.5719018	2.31595	2.4814618	2.579194	2.3387194	2.5832615	2.49341	2.6052103	2.5096884	2.588025	2.5924659	2.4302173	2.6639462	2.5944276	2.6552377	2.8008952	2.4693184	2.479734	2.4511585	2.677927
1395084_at	3.6473987	3.540522	3.7264006	3.8259559	3.7538207	3.8189979	4.173165	3.8200893	4.139616	3.7260973	3.669516	3.80878	3.7699323	3.8521614	3.942055	3.7012136	3.7016308	3.6976833	3.7622368	4.007461	3.7572122	3.6111348	3.752308	3.9485164	3.8435676	3.756514
1395085_at	4.574473	4.428874	4.4946194	4.624589	4.7913184	4.3323817	4.669607	4.503413	4.6592064	4.4575605	4.438561	4.631319	4.646143	4.4430895	4.681823	4.620648	4.6023345	4.4371634	4.7042527	4.688589	4.6516075	4.60371	4.649544	4.766469	4.1439066	4.543437
1395086_at	3.2847397	3.2626195	3.1374445	3.6196814	3.3856177	2.992331	3.160173	3.3588543	3.4762666	3.460798	3.3018823	3.4383428	3.0876257	3.1475573	3.6019998	3.5138133	3.2201817	3.5194573	3.2921104	3.118243	3.2327294	3.2465625	3.2736773	3.5216534	3.184957	3.2488701
1395087_at	3.2240863	2.8535862	3.0547435	3.3270674	3.1877384	3.0570617	3.317867	3.0297928	2.8499677	3.1572552	3.0320342	3.0609193	3.3407152	3.064519	2.8314025	3.1626382	3.0862799	3.1289873	3.3059003	3.3463178	3.1014464	3.194039	3.1178565	3.4142196	3.0547688	2.9324021
1395088_at	3.6740088	3.385491	3.7339768	3.7605953	3.6601937	3.6131635	3.712613	3.882121	3.99545	3.5702074	3.3753457	3.8587396	3.664772	3.911117	3.671632	3.6004877	3.5972748	3.8613424	3.7594106	3.690602	3.5074239	3.533173	3.6767056	3.5373504	3.6834948	3.7153563
1395089_at	5.7280884	5.709381	5.817728	6.0109534	5.878326	5.6266727	5.855159	5.731696	5.619732	5.736904	5.6582117	5.641506	5.6660614	5.7835503	5.624812	5.7936926	5.6103716	5.70874	5.777854	5.8789406	5.5061054	5.90842	5.6148996	5.8898425	5.947071	5.697136
1395090_at	3.4650855	3.5318222	3.5431201	3.6519492	3.46484	3.4033792	3.566598	3.8520746	3.6429472	3.6653042	3.5790284	3.4636085	3.5600233	3.7302625	3.5021725	3.3818595	3.7283273	3.9316208	3.7273273	3.639892	3.9117713	3.590167	3.2710986	3.4656901	3.679605	3.334497
1395091_at	3.1692567	3.0985532	3.1364217	3.296819	2.947425	3.0308223	3.2918518	3.1978705	3.3700817	3.0975413	3.159163	3.1315908	3.2342448	3.1408162	3.2420077	3.2193484	3.2139702	3.104234	2.8553984	3.4916892	3.1195688	3.2797492	3.001383	3.3973346	3.156716	3.2952633
1395092_at	3.5241592	3.597571	3.663144	3.7123792	3.5603993	3.9837286	3.3996413	3.8762767	3.8108113	3.5348725	3.7031827	3.8466127	3.5413918	3.6953688	3.2981663	3.8036034	3.6959403	3.8045366	3.321193	3.9466038	3.665006	3.4250002	3.9585054	3.853993	3.801777	3.6435962
1395093_at	3.4154632	3.1753514	3.4454722	3.1295142	3.1246533	3.2886398	3.1250544	3.2996683	3.2934089	3.4829514	3.2078874	3.2366195	3.3475845	3.3002758	3.254772	3.3255873	3.3285398	3.1539142	3.12379	3.3868227	3.4393544	3.2646785	3.46654	3.4993355	2.876086	3.225127
1395094_at	2.5750134	2.6162906	2.5905771	2.5859013	2.44424	2.4998302	2.655191	2.6368203	2.7188497	2.8010077	2.5122828	2.6737118	2.819087	2.6625118	2.9348536	2.4506316	2.526733	2.5467386	2.4809966	2.58645	2.4672961	3.1738572	2.5205846	2.880786	2.5502145	2.4442954
1395095_at	5.750448	5.8076916	5.9281855	6.0089955	5.5911093	5.541395	5.543935	5.632375	5.562029	5.893358	5.655018	5.789803	5.6171513	5.53113	5.7097635	5.570591	5.9249535	5.7443495	5.8112135	5.761858	5.731569	6.0378437	5.7043514	5.59447	5.551195	5.703315
1395096_at	3.198054	3.278606	2.9886904	3.2160885	2.9140918	3.0009508	2.8465075	2.9194138	3.0736234	3.2385712	2.9769044	3.1423755	2.932525	2.8630762	3.0936356	3.0311792	3.013403	2.858844	2.9133408	2.9018824	3.2949321	2.9159937	3.114391	3.0524032	3.205081	3.1234
1395097_at	4.161729	4.173704	4.038789	4.0728064	4.1547513	3.9990528	4.402481	3.7558768	4.177761	4.0363283	3.983009	4.20654	4.1063743	4.282469	4.1049366	4.0183144	4.048657	4.0283966	3.8052847	4.013893	3.9746194	4.108094	4.0951724	3.8714316	3.9700441	3.943663
1395098_at	4.2647643	4.0787945	4.470693	4.078516	4.4992213	4.448635	4.1091676	4.1842246	4.5809875	4.3164716	4.358273	4.2304573	4.3326445	4.3774514	4.479148	4.345207	4.453742	4.3989344	4.4194093	4.5548267	4.382372	4.3935933	4.6371503	4.277566	4.4466586	4.3124986
1395099_at	5.1331725	4.9326057	5.15572	5.206767	5.1187224	5.136969	5.320934	5.22142	5.179949	5.3882647	5.1876497	5.1602607	5.399082	5.038285	4.6042337	5.1328993	5.121152	5.1475973	5.0863	5.2810116	4.773026	5.070297	5.2253914	5.264836	5.5406637	5.451264
1395100_at	3.6314015	3.4515188	3.8927517	3.3717005	3.3812885	3.6174328	3.2021117	3.4421895	3.3154438	3.8054664	3.4653912	3.2666004	3.4744165	3.6530728	3.8898392	3.162684	3.113711	3.6520412	4.2126064	3.4699147	4.051909	3.3376455	3.6509564	3.615205	3.4195576	3.7609892
1395101_at	2.9203486	2.629607	2.945801	3.0300791	2.7689662	2.9925284	2.8138182	2.983315	2.6790428	3.0941396	3.0060246	2.6836195	2.8852372	3.236285	3.0770905	2.9041815	2.735914	3.124963	2.8551216	3.0876691	3.1154902	3.3358896	2.7950876	2.7213056	2.7301126	2.983315
1395102_at	3.1420698	2.6342335	2.578876	2.9256	3.005237	2.8975902	3.0348587	3.0046728	3.0315933	2.599866	2.8369126	3.188029	2.8599248	2.8845706	2.6134844	2.8685136	2.8334632	2.9743557	3.0384238	2.859056	2.8243203	3.2305093	3.0641594	2.8541617	3.1262586	3.044949
1395103_at	3.9474816	3.9481146	3.6000116	3.925924	3.6682124	3.6792479	4.064772	3.7917516	3.8163257	4.138676	3.7044988	3.9044344	3.9524364	3.7841659	3.5336041	3.8463845	3.8424687	3.834323	3.658407	3.7268069	3.6931472	3.77759	3.866403	3.6877666	3.7980957	3.7175364
1395104_at	4.860277	5.2881365	4.9599657	4.7853374	5.170336	5.2073927	4.894845	4.893243	5.1210136	4.813241	5.1640444	4.8949184	5.011319	5.0669355	4.976783	5.2652054	4.846512	5.187042	5.174823	4.9446726	4.7888937	5.461322	4.9270067	4.797131	5.1456366	5.1714497
1395105_at	4.170514	3.9835615	3.9730554	3.4838924	3.5494838	4.0410624	3.5516794	4.0854177	3.84907	3.7238007	4.494734	3.5285199	3.4104924	4.249362	4.111742	3.7924056	3.894728	4.225855	3.8644009	3.4414117	3.9827423	4.522309	3.4760542	3.7729564	3.9734306	4.0705514
1395106_at	3.0778913	2.882678	3.011127	3.2324805	2.878086	3.192473	3.0775094	3.0807517	3.3038747	3.272644	2.931161	3.1173518	3.1375828	2.944325	2.9808211	3.3035288	3.1125097	3.2314303	2.8882704	3.220284	3.0380464	2.9034712	3.171228	3.0640264	3.078587	3.2254162
1395107_at	3.1604006	2.8983817	3.0891304	3.4511456	2.943875	3.0978506	3.214024	3.043665	3.0181487	3.368741	3.1924427	2.9602072	3.2656302	3.139547	3.3055816	3.2093606	3.3733513	3.1568682	3.4838443	3.172913	3.0638323	3.2595713	3.1277363	3.172913	3.3486996	3.0340273
1395108_at	5.4016666	5.060002	5.3419642	4.792549	5.143938	4.7855253	4.7710614	4.5877256	5.0676947	4.600577	5.269967	5.105573	4.7718344	4.843807	5.198891	5.3730845	4.93822	5.1265116	4.931756	5.0202084	4.989147	4.765313	4.8384676	4.9957747	5.1552596	5.0233507
1395109_at	2.9188616	3.0285993	2.9080467	2.8880653	2.6546988	2.8924139	2.8783367	3.172737	3.0029652	2.6624775	2.7915893	2.728215	2.875427	2.742429	2.887724	2.6955695	2.8447962	2.833388	2.9509327	2.9120514	2.7037024	2.7647753	2.7396662	3.2261145	2.945532	2.8490999
1395110_at	3.9528387	4.563475	4.295343	4.0466337	4.2539287	4.166005	4.302012	4.292653	4.336677	4.169981	4.1550536	4.28275	4.164655	4.2845626	4.4143815	4.344035	3.9145584	4.164921	4.363051	4.267139	4.0989776	4.6340003	4.3674717	4.354999	4.159597	4.193262
1395111_at	6.296514	6.178238	6.0134	6.180861	6.077947	6.127922	6.054864	6.0412107	6.1481924	6.278777	6.1316147	6.377532	6.18489	6.188588	6.162735	6.0881095	6.1333146	6.1023765	6.2889433	6.04345	6.0677648	6.2369046	6.215398	6.177287	6.1206017	6.1548176
1395112_at	2.8491426	2.8684244	3.2076976	3.1898396	2.9707236	2.8690054	3.1455286	2.9692013	3.2571423	3.2034373	2.871466	3.0763624	2.9365788	2.8577077	3.2191699	3.059238	3.0522475	3.008727	2.9377341	3.0348117	3.0827599	3.0720243	3.1061504	3.2137883	3.0695155	3.1432636
1395113_at	4.2892523	4.4071407	4.3242893	4.1663265	4.087632	4.080943	4.499238	4.3406053	4.260804	4.3189187	4.180155	4.556866	4.118415	4.230611	4.2935257	4.2579503	4.140014	4.3384743	4.4218025	4.3079214	4.3972874	4.3158627	4.2428393	4.3666434	4.4806633	4.4344463
1395114_at	4.632145	4.4183636	4.6505394	4.546162	4.3939033	4.6649547	4.649694	4.424019	4.548469	4.550047	4.5692773	4.547948	4.5317645	4.5113897	4.7285914	4.7425284	4.3372326	4.4085054	4.407031	4.466092	4.43023	4.3245273	4.7602425	4.629411	4.402286	4.5544677
1395115_at	2.6035793	3.0634303	2.8136835	2.928929	2.9951463	2.7874494	2.6731033	2.7393556	2.7350135	2.669914	2.8585362	2.7919993	2.7921402	2.515351	2.6979551	2.8409343	2.6385863	2.7257218	2.836237	2.7945697	2.877352	2.71313	2.7377489	2.9345982	2.7579114	2.6753502
1395116_at	3.7884064	3.79145	3.7240102	3.8042474	3.9602108	3.7516901	3.951838	3.8635645	3.8769486	3.9557445	3.8929486	3.8282921	3.8937547	3.9148164	3.7438796	3.8917193	3.9798832	3.7051702	4.006949	3.7491517	3.7729874	4.193581	3.8441634	3.8575346	3.9356406	4.032342
1395117_at	3.1246471	3.3340492	2.9631546	3.1762788	2.9725494	3.0972385	3.1820471	2.8769314	2.9906604	3.4687765	2.947911	2.9712515	3.5020618	3.1931403	3.1900868	3.3825865	3.0456088	3.0473447	3.2538822	3.013461	3.140656	2.9883912	3.1086583	2.9290218	3.2728674	3.0873146
1395118_at	6.196683	6.166665	6.102366	5.7946725	5.9063773	6.083844	6.056817	5.803014	6.080646	5.815529	5.971564	6.0252504	5.995682	6.2134757	5.909757	5.8588643	6.1015425	6.0694294	5.7575083	6.045147	6.1881533	6.1306357	5.8840284	5.9151697	5.922698	6.0101275
1395119_at	3.7604556	3.9038115	3.9702313	3.634804	3.6659894	3.9156208	3.982172	3.8910174	3.8303628	4.0678787	3.7216082	3.9955711	3.9308407	3.8287902	3.785152	3.834866	3.8314366	3.8274126	4.0585227	3.9415169	3.8211875	3.9859896	4.0663176	3.952577	3.905878	3.7312293
1395120_at	2.5836706	2.5896668	2.792005	2.6816306	2.648734	2.8069034	2.6568875	2.7465487	2.6117725	2.7662978	2.507329	2.7471595	2.62253	2.5307765	2.7328663	2.6612277	2.5105538	2.579483	2.9606194	2.4749694	2.7260065	2.7113647	2.6227698	2.6170511	2.728005	2.679902
1395121_at	3.262983	3.2905068	3.5643365	3.0877788	3.1563842	2.8963242	3.41692	3.1407495	3.3078973	3.3287163	3.2538738	3.142334	3.5127966	2.904932	2.9977512	3.1718574	3.2730947	3.154392	2.9957187	3.300532	3.1599436	3.0951552	3.2778025	3.3162844	3.1913002	3.238978
1395122_s_at	5.4191585	5.332076	5.455696	5.478369	5.536952	5.41007	5.282765	5.7004156	5.2854204	5.35561	5.5306497	5.3410654	5.2245593	5.260205	5.432109	5.427734	5.322209	5.2210765	5.4766383	5.228013	5.554008	5.120738	5.400098	5.3742228	5.2846894	5.5413184
1395123_at	4.7468047	5.041114	4.969615	4.925728	4.970446	4.7336454	4.8379345	4.8283873	4.8989058	5.046227	4.7043247	4.696089	4.823511	5.390991	4.874741	4.882439	4.737784	4.875696	4.774031	5.0586424	4.6392207	5.078926	4.94455	4.9426208	5.015415	4.7324347
1395124_at	5.5881667	5.222348	5.5268736	5.537221	5.704711	5.404907	5.4496613	5.4382353	5.6056204	5.5416727	5.353569	5.6221056	5.4963617	5.5101275	5.4015837	5.565648	5.503441	5.2726145	5.2341385	5.4053164	5.3454742	4.957823	5.436013	5.466155	5.537183	5.4103937
1395125_at	2.3023994	2.2743864	2.3048449	2.3230062	2.2586613	2.2943265	2.2751732	2.0962029	2.275067	2.4976895	2.2901978	2.181121	2.3047504	2.3192902	2.2174973	2.1834068	2.3091726	2.3895383	2.4611027	2.250696	2.3803382	2.3035364	2.2321856	2.3623765	2.5200207	2.2351322
1395126_at	2.902185	3.1620038	2.8984292	3.088164	2.8447154	2.9542742	3.2029233	2.8970323	2.875524	2.9031014	3.0556078	3.0683818	3.1010213	2.8490272	2.7439876	3.1187482	2.783176	2.919204	2.9516563	3.052566	3.1045506	2.806156	2.8207164	3.0399797	3.0897932	2.856177
1395127_at	3.7256808	3.6112354	3.195197	3.6259398	3.433502	3.438305	3.5584	3.2268426	3.71983	3.8891025	3.126337	3.6798773	3.7218544	3.3856006	3.2126112	3.6586223	3.6368675	3.6409247	3.7134514	3.3247414	3.4607747	3.3917878	3.4437604	3.3529263	3.1846333	3.5164113
1395128_at	2.9738307	2.882285	3.1073103	2.8862076	2.7993379	3.005651	3.0278432	3.0004568	3.138106	3.0549188	2.8219175	2.983585	3.0272088	2.787961	3.0828025	2.9694412	2.9172742	2.8783016	2.8062239	2.9805532	2.8792057	2.9052486	3.053509	2.8953795	3.039857	3.020103
1395129_at	5.1119614	5.2694807	5.354335	5.2586102	5.1199937	5.2789903	5.15337	5.167977	5.2681365	5.457813	5.0596027	5.4627895	5.247284	5.5173726	5.34836	5.13193	5.3408794	5.040159	5.3993244	5.2507777	5.3142843	5.411784	5.164256	5.1708956	5.062484	5.2600446
1395130_at	3.254588	3.505435	3.5660124	3.5135965	3.8154976	3.3963158	3.2265816	3.7513156	3.7116632	3.5093923	3.650669	3.6688313	3.390674	3.5717883	3.6718073	3.6120615	3.646628	3.4377644	3.4109845	3.6080506	3.6043117	3.6163254	3.691825	3.6245012	3.4900997	3.2996044
1395131_at	3.502674	3.3887048	2.897183	2.6819978	2.8777218	3.017253	3.114357	2.9126706	3.1330743	3.028595	3.104486	2.849524	3.0154974	3.0553732	2.838091	2.7379928	2.9828	2.983306	3.077979	2.7415433	3.1752594	2.912394	2.8755317	2.8982508	3.0207102	3.0758102
1395132_at	5.142689	5.1371727	5.069381	4.7554197	4.972202	5.0324287	4.810189	4.933555	4.688113	4.7510505	5.205101	5.1148853	5.1092753	4.987789	4.9946775	5.3677354	4.961427	5.203349	5.4256296	4.6023645	5.2464914	5.2693424	4.8981366	4.921878	4.917273	5.1314363
1395133_at	5.781118	5.620528	5.7766542	5.399761	5.9278173	5.7543488	6.0306225	5.758524	5.9771986	6.1215954	5.608486	5.8573537	5.923135	5.976823	6.066906	5.810754	5.7534037	5.688838	5.965044	5.91599	5.739805	5.8407288	5.8969994	5.882925	5.808818	5.7013006
1395134_at	3.1953626	3.196827	3.008647	2.9826941	3.3378005	3.0365787	2.9891882	3.1263673	3.1783533	3.0092156	2.9385087	2.8686128	3.1679125	3.2231822	3.2649407	3.1814985	3.060617	3.0488327	2.9432998	2.825788	3.398339	3.0806694	3.261562	3.3097968	3.090115	3.0814548
1395135_at	6.3167434	6.2304635	6.449421	6.4861803	6.3196545	6.2221045	6.6114073	6.2756047	6.535124	6.507785	6.3796835	6.3604727	6.2824373	6.53691	6.3143926	6.242779	6.487375	6.4130383	6.4636645	6.5097523	6.375302	6.50508	6.231142	6.297085	6.444063	6.361868
1395136_at	3.330689	3.2998073	3.4266655	3.4180813	3.652267	3.3570237	3.4621594	3.5216348	3.3368022	3.134779	4.0457797	3.6653063	3.5010126	3.4443629	3.6767073	3.588482	3.4190028	3.3908212	4.042037	3.3619945	3.3140156	3.8437915	3.3610976	3.5252979	3.7081003	3.2811286
1395137_at	4.097321	4.049593	4.135724	3.8561225	3.8422425	3.9631755	4.0973554	4.2114997	3.9834766	4.2115884	3.9001365	4.261445	4.1147604	4.2519403	4.116525	4.3555884	3.8405833	4.0153823	4.154854	3.9670546	3.9018233	4.171681	4.2169304	4.185388	4.2386446	3.8825624
1395138_at	2.2055323	2.3596785	2.3521767	2.1976323	2.3785977	2.379013	2.4802449	2.4696515	2.5644703	2.526733	2.424541	2.5862648	2.3249245	2.4496236	2.5133672	2.315524	2.4249861	2.3474731	2.410336	2.3528247	2.4767735	2.524055	2.5726051	2.3579092	2.4529452	2.515617
1395139_at	4.2994614	4.479148	4.1471004	4.0519924	4.230117	4.228981	4.0902567	4.277337	3.9817832	4.31561	4.2876863	4.180415	4.3761644	4.133814	4.1936846	4.175021	4.378248	4.335574	4.2633295	4.198553	4.3167906	4.4308357	4.411723	4.293561	4.3893623	4.462804
1395140_at	3.6452618	3.8992753	3.795483	3.7640653	3.8330321	3.8401284	3.975247	3.9358597	3.6331007	3.9906359	3.652383	3.771459	3.8915944	3.789623	3.6799688	3.6086757	3.836451	3.6883595	3.4742417	3.5583372	3.7174015	4.167412	3.8195596	3.8793647	3.7584205	3.6350837
1395141_at	4.153311	4.512135	4.3648624	4.3325653	4.0061784	4.1729717	4.3871555	4.061828	4.0070925	4.3431854	4.2628574	4.160146	4.299366	4.5034366	4.4340672	4.289879	4.344297	4.427908	4.006469	4.236247	4.3366127	4.363197	4.1735044	4.3683643	4.292493	4.2892656
1395142_at	2.417521	2.6075041	2.4784825	2.6074789	2.6678169	2.8212354	2.6250684	2.6075845	2.5683763	2.7062237	2.9685326	2.4895694	2.5426395	2.7254808	2.5757475	2.578845	2.616571	2.6918147	2.819147	2.600605	2.7317443	2.7562165	2.689296	2.6021929	2.7724884	2.7687452
1395143_at	2.6976461	3.0142567	2.8627534	3.1763265	2.9329178	2.9528441	3.016517	2.8554163	3.0275168	2.9055412	2.7673366	2.775387	2.9807913	3.0471277	3.120901	2.9692764	2.8286831	2.9340305	2.8738408	2.9896746	2.8401227	2.9094987	3.003117	2.9442992	2.969043	2.5949159
1395144_at	2.3322637	2.7100656	2.856748	2.7650633	2.6476312	2.5575619	3.0049448	2.5597215	2.4785197	2.9805539	2.574397	2.7003624	2.5768778	2.7475939	2.8763459	2.5811815	2.3872826	2.6850662	2.676707	2.5858533	2.4609213	2.2341018	2.6638718	2.554417	2.959907	2.7367382
1395145_at	6.461188	6.8056254	6.5367346	6.752942	6.803668	6.7226324	6.696978	6.717823	6.574701	6.6363254	6.802414	6.64881	6.656552	6.684992	6.683325	6.7438107	6.6997404	6.5348253	6.6795955	6.6467104	6.4685163	6.6587677	6.74638	6.675389	6.679634	6.77483
1395146_at	8.308965	8.519278	8.316071	8.301136	8.4594345	8.329027	8.339005	8.265778	8.336494	8.2519	8.292739	8.399569	8.276817	8.489912	8.152194	8.482765	8.215029	8.301471	8.460676	8.287825	8.491032	7.993735	8.27371	8.322916	8.535257	8.450064
1395147_at	6.3118796	6.554744	6.563199	6.3817644	6.4242487	6.5403748	6.4315042	6.4926567	6.4598093	6.3478293	6.3449345	6.382565	6.521026	6.4698987	6.1992393	6.478315	6.3737373	6.3110504	6.6128545	6.223009	6.3430333	6.52134	6.192024	6.3919306	6.6521525	6.2057257
1395148_at	2.5644593	2.3816724	2.7195225	2.6932733	2.4243288	2.448825	2.4099922	2.518918	2.4150429	2.7763968	2.276216	2.5862904	2.5690193	2.3991942	2.4979334	2.460301	2.509848	2.6071935	2.6089215	2.5009685	2.3372817	2.5191212	2.7485695	2.7080994	2.626421	2.6476216
1395149_at	3.8567984	4.076476	4.0583715	4.198741	3.9765851	3.967384	4.078088	4.215968	4.2774034	4.3046823	3.9854023	3.8855848	4.431664	4.075239	3.8394835	4.0076137	4.0692525	3.5778222	3.912405	4.0425158	3.8377147	3.9470847	4.2538223	4.080608	3.9543204	4.316723
